FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
04-677-5765,"American Financial Group, Inc.",Conyers Park Acquisition Corp.,n/a,NYSE,Kids,AFW.CL,n/a,Apt 347,66 Randy Avenue,77-4543848,0363-8396,NASDAQ,322772037-X,SM72 D180 0579 407X FDLA 7S3P 1CQ,,Peso,PHP
04-698-6983,CF Corporation,Handy & Harman Ltd.,Finance,NASDAQ,Computers,CFCOU,n/a,Suite 8,5 Holmberg Circle,30-6850408,53808-0218,NASDAQ,084387307-8,EE09 7031 2671 2120 7274,,Yuan Renminbi,CNY
04-713-5844,"Computer Programs and Systems, Inc.",Forum Merger Corporation,Technology,NASDAQ,Kids,CPSI,$442.63M,PO Box 4253,60 Forest Road,14-5874559,54569-0515,NASDAQ,863573086-0,FR78 2608 0244 54CR KHQM 21LV A62,,Rupiah,IDR
04-728-3231,"Eaton Corporation, PLC",WSFS Financial Corporation,Technology,NYSE,Beauty,ETN,$34.35B,Suite 66,13907 American Place,35-0852587,55621-004,NASDAQ,293581213-1,DK86 0090 0212 9208 12,,Afghani,AFN
04-745-1385,Superconductor Technologies Inc.,Zion Oil & Gas Inc,Technology,NASDAQ,Kids,SCON,$17.48M,Room 1680,6600 Pond Drive,52-0017093,15127-962,NASDAQ,937184526-0,BE33 6241 8558 6528,,Peso,PHP
04-749-5558,Jumei International Holding Limited,"WPX Energy, Inc.",Consumer Services,NYSE,Outdoors,JMEI,$374.27M,Apt 1827,5 Oak Valley Crossing,60-0513058,60429-220,NYSE,343274864-7,FR75 6038 6966 86EG BCDJ V54X 975,,Yuan Renminbi,CNY
04-774-6975,Bank of America Corporation,Horizon Bancorp (IN),n/a,NYSE,Health,BML^L,n/a,PO Box 23582,8 School Center,97-4548127,43742-0233,NASDAQ,901070547-1,PT44 4224 8844 7803 3242 6553 5,,Rupiah,IDR
04-776-2769,"The Habit Restaurants, Inc.","Ringcentral, Inc.",Consumer Services,NASDAQ,Music,HABT,$402.04M,Apt 1650,8 Crownhardt Center,67-8484947,45802-923,NYSE,380205135-1,FR10 8200 5190 87CP N0WC FUZ5 605,,Ruble,RUB
04-782-6467,"Pernix Therapeutics Holdings, Inc.","Piedmont Office Realty Trust, Inc.",Health Care,NASDAQ,Sports,PTX,$44.57M,Room 1745,61 Welch Avenue,16-8895647,68151-4210,NYSE,894907446-X,SA51 77KB R476 8SQ8 SLGQ NTW4,,Ruble,RUB
04-814-9011,Credit Acceptance Corporation,"Galena Biopharma, Inc.",Finance,NASDAQ,Games,CACC,$4.64B,PO Box 89922,8 Grayhawk Parkway,39-5674974,67691-769,NASDAQ,698349945-X,VG17 LMMF 8139 7645 9110 0293,,Euro,EUR
04-831-2082,"NAPCO Security Technologies, Inc.",EPR Properties,Consumer Durables,NASDAQ,Shoes,NSSC,$175.26M,Suite 84,29 Green Point,71-5809380,14783-102,NYSE,533556253-6,ME52 7287 4448 6935 8173 37,,Rand,ZAR
04-835-8313,R1 RCM Inc.,"SEACOR Holdings, Inc.",Consumer Services,NASDAQ,Automotive,RCM,$419.06M,Room 1010,01377 Green Place,32-8865164,58503-053,NYSE,436215949-5,IT64 Y379 9915 318E UIVZ FRNS LKP,,Yuan Renminbi,CNY
04-842-4739,ZAGG Inc,Yelp Inc.,Consumer Services,NASDAQ,Baby,ZAGG,$233.48M,Room 705,7 Mitchell Court,92-7824883,54436-010,NYSE,431329586-0,FR11 1502 1008 74PP YJJR WHFY P15,,Lek,ALL
04-885-6574,Capitol Acquisition Corp. III,First Trust Developed Markets Ex-US AlphaDEX Fund,Finance,NASDAQ,Tools,CLACU,n/a,Suite 69,8846 Pennsylvania Trail,37-3715631,57237-009,NASDAQ,832390486-3,AD78 0230 1292 RFKH A0FG CP4I,,Yuan Renminbi,CNY
04-913-8122,Gabelli Dividend,"DASAN Zhone Solutions, Inc.",n/a,NYSE,Beauty,GDV,$1.81B,Room 830,66 Upham Parkway,91-6551617,24488-005,NASDAQ,797519542-1,IT70 Y914 6443 005F WRHN 4VER GYR,,Peso,ARS
04-938-3593,BanColombia S.A.,FlexShares US Quality Large Cap Index Fund,Finance,NYSE,Books,CIB,$11.02B,PO Box 60177,15 Loftsgordon Terrace,07-0884876,65162-145,NASDAQ,994023232-2,CZ16 8193 7454 2897 3463 6325,,Yuan Renminbi,CNY
04-943-3951,PowerShares DWA Tactical Multi-Asset Income Portfolio,"Burlington Stores, Inc.",n/a,NASDAQ,Kids,DWIN,$122.79M,Apt 534,29 Sullivan Way,41-8305953,0781-5949,NYSE,053199608-5,PS92 TKKA PWIZ HTMP RREB LLCB RQXC P,,Naira,NGN
04-960-7407,First Trust Cloud Computing ETF,Teekay Offshore Partners L.P.,n/a,NASDAQ,Music,SKYY,$889.24M,Apt 828,53 Quincy Terrace,01-1037876,0074-4552,NYSE,317999034-1,FR70 9369 9104 15XX DXWO SXMV F64,,Yuan Renminbi,CNY
04-967-9589,RiceBran Technologies,"USA Technologies, Inc.",Consumer Non-Durables,NASDAQ,Grocery,RIBTW,n/a,6th Floor,3261 Old Shore Park,75-8233144,34666-050,NASDAQ,204695329-0,RS13 4849 7731 4819 3958 49,,Rupiah,IDR
05-074-5489,"Mellanox Technologies, Ltd.","RTI Surgical, Inc.",Technology,NASDAQ,Sports,MLNX,$2.16B,Room 454,3585 Meadow Vale Parkway,11-0061061,0187-2616,NASDAQ,241530264-3,BE49 7324 0210 8975,,Ruble,RUB
05-089-5765,VictoryShares US 500 Enhanced Volatility Wtd ETF,BioAmber Inc.,n/a,NASDAQ,Shoes,CFO,$30.92M,Apt 657,1 Dwight Pass,24-2201969,0268-0895,NYSE,614789557-5,AE25 2663 2413 5895 9201 953,,Cordoba,NIO
05-094-3093,Ralph Lauren Corporation,"Archrock, Inc.",Consumer Non-Durables,NYSE,Beauty,RL,$5.84B,PO Box 98731,32 Talmadge Trail,54-2127081,36987-3111,NYSE,602455955-0,NL02 LGDS 3243 1847 86,,Euro,EUR
05-098-5254,"Stag Industrial, Inc.","Amplify Snack Brands, inc.",Consumer Services,NYSE,Beauty,STAG,$2.47B,Room 927,5689 Service Trail,43-0080341,0409-4272,NYSE,852953392-5,LB05 6445 INWZ PMK3 SQEO KQ6B MLVB,,Dong,VND
05-161-8387,"Goldman Sachs Group, Inc. (The)",National Holdings Corporation,n/a,NYSE,Toys,GS^I,n/a,PO Box 52958,13596 Springview Lane,02-1423155,0069-0186,NASDAQ,769897242-9,GB12 IMAR 2248 7331 0427 83,,Peso,PHP
05-199-2614,"Select Bancorp, Inc.","Pacific Biosciences of California, Inc.",Finance,NASDAQ,Jewelry,SLCT,$138.19M,17th Floor,2 Johnson Pass,14-1220789,46026-983,NASDAQ,544725127-3,KW28 OSHM N69I QOMM ISFC BLX1 BUU5 JJ,,Peso,PHP
05-199-8668,Hess Corporation,"Span-America Medical Systems, Inc.",n/a,NYSE,Tools,HES^A,n/a,Room 886,048 Grover Hill,40-8616475,25021-816,NASDAQ,714882474-5,KZ68 640H LDTA CPSY YTBW,,Yuan Renminbi,CNY
05-218-7914,"Ferrellgas Partners, L.P.","Transcat, Inc.",Consumer Services,NYSE,Industrial,FGP,$508.11M,Suite 70,09671 Golden Leaf Drive,47-3026889,0378-2901,NASDAQ,956243115-0,IE84 UJHW 0584 5430 3953 65,,Rupiah,IDR
05-258-1554,"Merrill Lynch & Co., Inc.",Moody's Corporation,n/a,NYSE,Kids,MER^K,n/a,16th Floor,4 Vidon Road,77-7655156,55154-5489,NYSE,618574200-4,CH19 7537 1NHX 2UTS O2QQ I,,Rupiah,IDR
05-273-2066,Anika Therapeutics Inc.,"Sangamo Therapeutics, Inc.",Health Care,NASDAQ,Games,ANIK,$664.15M,Suite 97,44 Cardinal Pass,12-0586156,62450-002,NASDAQ,347100542-0,SM69 D080 4127 272L RPDE 6QL2 SZT,,Euro,EUR
05-304-3494,Dynegy Inc.,Liberty Global plc,Public Utilities,NYSE,Clothing,DYNC,n/a,Suite 90,4759 Pawling Trail,83-9697560,58930-032,NASDAQ,561470073-0,GB27 OQXT 3921 0302 5582 06,,Zloty,PLN
05-308-7375,Two Harbors Investments Corp,PowerShares DWA Consumer Staples Momentum Portfolio,n/a,NYSE,Games,TWO^A,n/a,Suite 51,3 Oakridge Crossing,04-5171608,11523-7346,NASDAQ,924776939-6,IT13 C728 8468 014X D6HE 2ADL P2Z,,Ruble,RUB
05-311-8041,"Netflix, Inc.",eGain Corporation,Consumer Services,NASDAQ,Shoes,NFLX,$65.68B,PO Box 21521,6 Jenifer Parkway,11-5484359,48951-1155,NASDAQ,251040938-7,LB46 8881 69JT CQX2 7OQX 1EE5 GJUJ,,Naira,NGN
05-325-6791,Brookfield DTLA Inc.,"Texas Capital Bancshares, Inc.",n/a,NYSE,Clothing,DTLA^,n/a,12th Floor,1207 Forster Crossing,20-2054460,0615-3561,NASDAQ,725794902-6,GL24 4252 0223 6018 20,,Quetzal,GTQ
05-342-3031,Vuzix Corporation,W.R. Berkley Corporation,Technology,NASDAQ,Books,VUZI,$123.47M,Apt 1044,86654 Farmco Pass,39-9267643,21695-994,NYSE,589702263-1,FR77 5889 4333 704F LLLW PYM6 W39,,Yuan Renminbi,CNY
05-372-1490,"Waste Connections, Inc.","Perceptron, Inc.",Public Utilities,NYSE,Clothing,WCN,$26.41B,19th Floor,527 Reindahl Avenue,07-9085292,15751-2236,NASDAQ,085804300-9,BE92 2409 5076 8375,,Rupiah,IDR
05-379-2303,Vanguard Short-Term Government ETF,"Post Holdings, Inc.",n/a,NASDAQ,Computers,VGSH,$1.46B,11th Floor,734 Barnett Plaza,72-9422767,53208-437,NYSE,559081140-6,BH42 GKED KBTM 6CGH P6FK LZ,,Metical,MZN
05-388-2071,Fluidigm Corporation,The Joint Corp.,Capital Goods,NASDAQ,Movies,FLDM,$107.22M,Room 790,15127 Butterfield Lane,57-0540270,61703-309,NASDAQ,406229307-2,TR39 1124 2835 XZGW 7FWJ ONJT IF,,Rupiah,IDR
05-398-9848,Qwest Corporation,Prima BioMed Ltd,Public Utilities,NYSE,Shoes,CTV,n/a,Suite 96,5 Forster Park,08-5398433,13668-148,NASDAQ,418302924-4,LB08 5209 8RGJ Q5TP TZRD 4OXF D4QR,,Tugrik,MNT
05-400-6511,Liberty Media Corporation,vTv Therapeutics Inc.,Consumer Services,NASDAQ,Industrial,LSXMK,$13.88B,Suite 51,43599 Melody Place,54-6956443,48951-2102,NASDAQ,034870061-X,EE57 9527 2024 1989 5230,,Dollar,BBD
05-403-5600,Nuveen California AMT-Free Quality Municipal Income Fund,Arbor Realty Trust,n/a,NYSE,Computers,NKX,$743.72M,PO Box 34069,03086 Dexter Pass,18-6251353,54868-0072,NYSE,526179161-8,NO30 7773 3803 822,,Hryvnia,UAH
05-429-8802,"Blackrock MuniHoldings Fund II, Inc.",Tata Motors Ltd,n/a,NYSE,Books,MUH,$180.01M,10th Floor,6 Golf Course Junction,59-0848821,36987-2213,NYSE,056712625-0,FR61 9259 4513 18QP T2JJ YJ0A K28,,Peso,PHP
05-440-4418,iRadimed Corporation,JetPay Corporation,Health Care,NASDAQ,Computers,IRMD,$92.99M,Suite 55,7 Sutteridge Way,89-1910767,61722-165,NASDAQ,967915092-5,GE80 LS18 0880 4218 1986 76,,Peso,PHP
05-448-0398,"SCYNEXIS, Inc.","Cartesian, Inc.",Health Care,NASDAQ,Computers,SCYX,$42.31M,17th Floor,41 Merrick Way,97-1968320,33992-2150,NASDAQ,259963900-X,DE51 7108 3081 7615 1900 66,,Ngultrum,BTN
05-448-4576,"Carter's, Inc.",Nuveen Real Estate Fund,Consumer Non-Durables,NYSE,Garden,CRI,$4.27B,Suite 47,54 Bunting Point,62-0449441,59640-098,NYSE,136387810-7,CH49 3990 2ESH WNZP FNHT F,,Dollar,USD
05-453-3783,"CYS Investments, Inc.",Fibrocell Science Inc,Consumer Services,NYSE,Movies,CYS,$1.35B,6th Floor,6 Shoshone Circle,38-1094931,59351-0304,NASDAQ,264715071-0,FR55 6300 2042 43RA W9XI 532D R65,,Yuan Renminbi,CNY
05-493-6383,"Adams Diversified Equity Fund, Inc.","GRAVITY Co., Ltd.",n/a,NYSE,Beauty,ADX,$1.42B,Room 309,2186 Bobwhite Parkway,22-5847322,66116-455,NASDAQ,370980675-5,SM27 G291 1327 6117 WRQI R6EH B7K,,Yen,JPY
05-511-7242,Tuttle Tactical Management Multi-Strategy Income ETF,58.com Inc.,n/a,NASDAQ,Music,TUTI,$22.86M,Suite 57,3609 Onsgard Plaza,90-8918199,37000-808,NYSE,268916470-1,LB92 6435 FOB9 PKRA JFQK YVNO HOID,,Bolivar,VEF
05-566-1730,Petroleo Brasileiro S.A.- Petrobras,MFS Charter Income Trust,n/a,NYSE,Toys,PBR.A,n/a,Suite 75,6625 Prairie Rose Alley,08-8376987,10202-368,NYSE,990892361-7,GL17 7866 4777 2299 28,,Rupee,INR
05-614-6040,James Hardie Industries plc.,ClearSign Combustion Corporation,Capital Goods,NYSE,Garden,JHX,$6.77B,Suite 4,9241 Melrose Street,36-1104642,65342-1392,NASDAQ,445467585-6,FR24 6778 2920 13HJ IOYN LUK9 N98,,Won,KRW
05-629-1121,CONMED Corporation,Bank Of New York Mellon Corporation (The),Health Care,NASDAQ,Baby,CNMD,$1.42B,Suite 36,379 Basil Junction,27-2841533,54643-5649,NYSE,144670550-1,PL03 3918 1929 3617 3285 9201 6144,,Yen,JPY
05-664-7766,"AveXis, Inc.","Hill International, Inc.",Health Care,NASDAQ,Sports,AVXS,$1.97B,Apt 457,1314 Fair Oaks Place,24-5325380,43269-634,NYSE,162121427-3,ME29 2465 9722 5345 3722 39,,Yen,JPY
05-665-3567,"Berry Global Group, Inc.",AGNC Investment Corp.,Consumer Non-Durables,NYSE,Beauty,BERY,$7.48B,18th Floor,4206 Bartillon Street,90-8237961,61919-469,NASDAQ,855477112-5,FR41 4464 1788 12WY 2ONS HOBN 944,,Dong,VND
05-727-1830,"NV5 Global, Inc.","Tivity Health, Inc.",Consumer Services,NASDAQ,Electronics,NVEE,$429.86M,Apt 1092,845 Manitowish Alley,46-0894748,64720-190,NASDAQ,507175319-7,IS03 4794 1280 8592 0746 5061 50,,Dollar,CAD
05-757-9402,PowerShares High Yield Equity Dividend Achievers Portfolio,Capital One Financial Corporation,n/a,NASDAQ,Games,PEY,$953.28M,PO Box 61142,86615 Meadow Vale Terrace,32-7639419,0591-3213,NYSE,561893959-2,BE41 7305 5554 9510,,Rupiah,IDR
05-763-3445,Cintas Corporation,"Continental Building Products, Inc.",Consumer Non-Durables,NASDAQ,Clothing,CTAS,$13.74B,PO Box 29759,5088 Carberry Drive,13-8262292,21695-158,NYSE,644744236-3,LT73 5099 5854 4080 2340,,Forint,HUF
05-768-1920,J P Morgan Chase & Co,J P Morgan Chase & Co,Finance,NYSE,Books,JPM^A,n/a,Suite 11,9251 American Ash Circle,63-1755515,NASDAQ,391688933-8,IT58 Z348 3451 4909 9PWW LQAM GZ0,66116-487,,Lev,BGN
05-770-9613,"Miller Industries, Inc.","Boston Private Financial Holdings, Inc.",Capital Goods,NYSE,Home,MLR,$289.48M,Room 687,5790 Bartelt Court,07-3477778,63961-100,NASDAQ,422388956-7,FI70 9997 4519 7213 14,,Yuan Renminbi,CNY
05-786-4828,National Bank Holdings Corporation,Central European Media Enterprises Ltd.,Finance,NYSE,Automotive,NBHC,$878.18M,Suite 5,3981 Hollow Ridge Court,37-1189439,41167-6202,NASDAQ,953055460-5,AL51 3204 2807 GJBV NI7R CR75 VMLL,,Ruble,RUB
05-870-8420,"Duff & Phelps Utilities Tax-Free Income, Inc.",First Bank,n/a,NYSE,Books,DTF,$125.91M,16th Floor,7767 Arapahoe Avenue,21-0957490,0536-3467,NASDAQ,201484554-9,HR42 8027 8896 1985 6690 5,,Yuan Renminbi,CNY
05-871-8546,M&T Bank Corporation,Jensyn Acquistion Corp.,n/a,NYSE,Clothing,MTB^,n/a,Room 900,43 Judy Circle,30-3595033,42254-028,NASDAQ,110866576-4,PK61 GNHH DZAY STJM J4T1 1VUE,,Rupiah,IDR
05-885-1485,Antero Midstream Partners LP,"Nova Lifestyle, Inc",Public Utilities,NYSE,Jewelry,AM,$6.02B,PO Box 1630,80 Coleman Junction,47-8993798,49415-0002,NASDAQ,261059548-4,VG98 YWLJ 6523 8653 9075 0192,,Peso,PHP
05-944-5835,First Trust Germany AlphaDEX Fund,SpartanNash Company,n/a,NASDAQ,Toys,FGM,$180.9M,PO Box 46848,368 Sutherland Street,93-8677152,49884-252,NASDAQ,247305641-2,GT70 1VHD QBZ7 JAUM 9HFI FBF2 ZYFH,,Baht,THB
05-949-2666,Western Digital Corporation,HSBC Holdings plc,Technology,NASDAQ,Kids,WDC,$25.37B,Apt 29,28308 Del Sol Street,19-0958736,43611-006,NYSE,915866642-7,MK80 999I HHME 7892 L58,,Peso,PHP
05-959-7640,EPR Properties,"Vertex Energy, Inc",n/a,NYSE,Grocery,EPR^C,n/a,13th Floor,8 Mayfield Terrace,66-7650592,68462-505,NASDAQ,177457485-3,NO15 6366 8266 421,,Pound,SYP
06-016-2091,Sonic Corp.,"Wynn Resorts, Limited",Consumer Services,NASDAQ,Movies,SONC,$1.2B,7th Floor,3 Nobel Way,59-2820982,68877-001,NASDAQ,387762798-6,BA90 4683 1111 7446 3106,,Rial,YER
06-073-9539,Equity Residential,Lakeland Financial Corporation,Consumer Services,NYSE,Jewelry,EQR,$25.18B,PO Box 32455,93338 Golf View Crossing,77-9514684,0268-6707,NASDAQ,719182933-8,FO32 4350 9666 4340 63,,Yuan Renminbi,CNY
06-085-2721,"Clear Channel Outdoor Holdings, Inc.",Tesoro Corporation,Consumer Services,NYSE,Home,CCO,$1.54B,6th Floor,2 Loomis Court,69-8435636,61715-126,NYSE,070900983-6,GE65 NO56 1102 1246 2585 11,,Peso,PHP
06-135-5130,"Fresh Del Monte Produce, Inc.",Nuveen Enhanced Municipal Value Fund,Consumer Non-Durables,NYSE,Automotive,FDP,$2.51B,15th Floor,85 Onsgard Street,63-2750866,63533-576,NYSE,095118248-X,FR12 8547 4631 73MZ XQG2 XJUJ H19,,Yuan Renminbi,CNY
06-154-3127,"Radius Health, Inc.",Sociedad Quimica y Minera S.A.,Health Care,NASDAQ,Garden,RDUS,$1.77B,PO Box 52814,4 Blackbird Avenue,91-0272290,50268-402,NYSE,795831777-8,LB76 3176 8UY4 XEDI QOCU T4QQ EFVY,,Ruble,RUB
06-158-9852,Costco Wholesale Corporation,"Barnes & Noble, Inc.",Consumer Services,NASDAQ,Computers,COST,$73.29B,Apt 376,86857 Comanche Hill,19-6357266,67692-361,NYSE,231224631-7,FR69 3580 3461 94M1 JI5P 6XAX I71,,Lari,GEL
06-196-7749,MainStay DefinedTerm Municipal Opportunities Fund,ContraVir Pharmaceuticals Inc,n/a,NYSE,Clothing,MMD,$546.13M,Apt 256,37 Rowland Court,03-1788013,36987-2566,NASDAQ,032497806-5,SA66 90M6 FIRR ER05 ZTAA F1S3,,Zloty,PLN
06-250-8057,Quantum Corporation,Strongbridge Biopharma plc,Technology,NYSE,Industrial,QTM,$246.49M,PO Box 50251,148 Pennsylvania Park,21-2951524,0113-0430,NASDAQ,877277573-4,FR75 5941 6378 92BS 3IVH MDGL 351,,Rupiah,IDR
06-268-4280,Campbell Soup Company,AngloGold Ashanti Limited,Consumer Non-Durables,NYSE,Jewelry,CPB,$16.68B,8th Floor,8 Mallory Street,24-9416496,48951-3003,NYSE,072208191-X,GL52 1772 5458 2371 41,,Rand,ZAR
06-285-8470,SpartanNash Company,"Spartan Motors, Inc.",Consumer Non-Durables,NASDAQ,Tools,SPTN,$1.03B,Apt 569,22 Westport Parkway,47-4343308,51655-301,NASDAQ,831930330-3,FR53 2258 9903 95CD APZC LKFJ L04,,Yuan Renminbi,CNY
06-292-4730,"Silver Spring Networks, Inc.","Fenix Parts, Inc.",Technology,NYSE,Outdoors,SSNI,$559.9M,Room 1428,7265 Prentice Terrace,22-7362035,64778-1373,NASDAQ,916798580-7,GI63 PXJI BZ6D LOO0 JUC4 W6W,,Real,BRL
06-325-7733,Visteon Corporation,Arbor Realty Trust,Capital Goods,NYSE,Movies,VC,$2.93B,PO Box 47809,7380 Thompson Park,95-5274144,50544-101,NYSE,281655179-2,AE98 2852 0176 1305 6302 950,,Rupiah,IDR
06-352-7424,Unum Group,"Holly Energy Partners, L.P.",Finance,NYSE,Computers,UNM,$10.84B,11th Floor,39 Hollow Ridge Crossing,67-6982617,55154-9371,NYSE,060145906-7,PK69 QWKJ B8FU Z08C SYJN HQUM,,Balboa,PAB
06-396-6884,Attunity Ltd.,KT Corporation,Technology,NASDAQ,Games,ATTU,$126.74M,Apt 428,56 Everett Way,51-2720447,42291-684,NYSE,589334808-7,KW80 UHQS ZBFE WPE9 OMIX WQET 2ZWE 7U,,Peso,PHP
06-440-4685,"THL Credit, Inc.",ICON plc,n/a,NYSE,Jewelry,TCRZ,n/a,13th Floor,1 Forest Run Avenue,92-8282444,0173-0814,NASDAQ,876263381-3,TN12 6693 1777 7409 0707 7105,,Guilder,AWG
06-451-6136,Multi-Color Corporation,TravelCenters of America LLC,Miscellaneous,NASDAQ,Automotive,LABL,$1.46B,13th Floor,29056 Oriole Park,50-7211663,0573-1935,NASDAQ,082274806-1,MT83 HBQR 3409 7I36 C3BY ZY2T PCDO IDX,,Kwanza,AOA
06-473-6522,"Finjan Holdings, Inc.",Logitech International S.A.,Miscellaneous,NASDAQ,Toys,FNJN,$73.68M,Apt 1233,04173 Lakewood Gardens Place,04-5376817,16590-847,NASDAQ,933578861-9,VG82 XHRO 4847 5233 6763 1756,,Peso,PHP
06-492-8465,The Cushing MLP Total Return Fund,WisdomTree Emerging Markets Corporate Bond Fund,n/a,NYSE,Movies,SRV,$79.8M,PO Box 93970,734 Bartillon Circle,50-5221652,68016-089,NASDAQ,677118498-6,SI38 8287 8322 9743 248,,Dollar,USD
06-523-5048,Invesco Trust  for Investment Grade New York Municipal,Fiat Chrysler Automobiles N.V.,n/a,NYSE,Automotive,VTN,$268.02M,Apt 468,214 Logan Street,32-7586422,51655-414,NYSE,075653756-8,FR70 7718 7817 35E9 OA1D KGRM C48,,Yuan Renminbi,CNY
06-552-1550,Kansas City Southern,X-Links Gold Shares Covered Call ETN,Transportation,NYSE,Toys,KSU,$11.01B,Suite 49,4863 Mesta Drive,19-2397744,59572-503,NASDAQ,982257765-6,BE80 1970 6144 9221,,Peso,PHP
06-603-0777,Bristow Group Inc,"Popular, Inc.",Transportation,NYSE,Industrial,BRS,$254.27M,8th Floor,616 Elgar Circle,32-4665771,0179-1118,NASDAQ,577094227-4,BE73 1240 4912 5166,,Sol,PEN
06-607-2620,PowerShares 1-30 Laddered Treasury Portfolio,"Lumber Liquidators Holdings, Inc",n/a,NASDAQ,Clothing,PLW,$183.15M,Suite 80,7 Nevada Hill,45-9813929,59779-685,NYSE,956099351-8,MT15 CXAJ 6761 4GDE NAAB IWEQ SWZK RC5,,Yuan Renminbi,CNY
06-619-6230,"Black Knight Financial Services, Inc.",Future FinTech Group Inc.,Technology,NYSE,Baby,BKFS,$6.01B,Suite 54,044 Huxley Terrace,59-9970876,55154-4981,NASDAQ,374836186-6,FR30 6206 0160 35QP C0ZS 55QE C21,,Koruna,CZK
06-752-2972,Universal Corporation,Costamare Inc.,Consumer Services,NYSE,Outdoors,UVV,$1.68B,12th Floor,99123 Hoard Avenue,19-2528652,43063-468,NYSE,958441467-4,IE85 IEVU 2002 5646 9356 69,,Dollar,CAD
06-776-6900,Accenture plc,"USA Truck, Inc.",Miscellaneous,NYSE,Home,ACN,$81.78B,Room 446,7 Kim Lane,04-0765300,36987-1900,NASDAQ,434501955-9,IS17 9709 9365 6267 6381 0290 23,,Rupiah,IDR
06-782-3839,"Flexion Therapeutics, Inc.",Clean Energy Fuels Corp.,Health Care,NASDAQ,Electronics,FLXN,$546.87M,Apt 1984,76 Farwell Trail,21-0538457,58552-317,NASDAQ,809911620-8,MK17 9972 X2EL BKPH 712,,Peso,ARS
06-787-0217,"Big Lots, Inc.",WashingtonFirst Bankshares Inc,Consumer Services,NYSE,Books,BIG,$2.12B,Apt 249,707 High Crossing Circle,40-7568876,36987-1313,NASDAQ,483080822-5,BH02 TROC PZTO SCMO JYGO EU,,Ruble,RUB
06-800-7531,Anadarko Petroleum Corporation,"Bemis Company, Inc.",Energy,NYSE,Health,AEUA,n/a,Suite 34,5025 Towne Parkway,07-7921181,58118-3741,NYSE,613317624-5,NO73 2876 6084 083,,Dollar,USD
06-801-5617,Grupo Financiero Santander Mexico S.A. B. de C.V.,"United Dominion Realty Trust, Inc.",Finance,NYSE,Outdoors,BSMX,$13.14B,Apt 726,07 Hudson Terrace,22-1587193,51143-027,NYSE,800230444-6,FR39 5727 6214 06DD ZRVT FR6K N36,,Euro,EUR
06-822-0084,"Global Blood Therapeutics, Inc.","BioCryst Pharmaceuticals, Inc.",Health Care,NASDAQ,Toys,GBT,$1.16B,PO Box 19276,4 Menomonie Park,81-0985035,52125-199,NASDAQ,550960589-8,FR23 3917 7135 62YP KGLE 2WAL X78,,Euro,EUR
06-835-0987,Duke Realty Corporation,American Woodmark Corporation,Consumer Services,NYSE,Garden,DRE,$10.25B,Suite 1,439 Colorado Trail,74-0804342,22431-526,NASDAQ,929393431-0,SK49 7872 7295 8703 9824 2749,,Euro,EUR
06-868-8393,PIMCO California Municipal Income Fund,"ServisFirst Bancshares, Inc.",n/a,NYSE,Books,PCQ,$315.4M,Suite 81,87075 Michigan Park,36-3425864,48951-4084,NASDAQ,217717759-6,FR80 2156 8707 590T E0TA QRTT X69,,Rupiah,IDR
06-886-8510,"Ferrellgas Partners, L.P.",VelocityShares Daily 2x VIX Medium-Term ETN,Consumer Services,NYSE,Games,FGP,$508.11M,PO Box 66926,07838 Starling Drive,49-2015756,69196-2001,NASDAQ,812661514-1,SE30 1791 8496 7469 3334 9756,,Peso,PHP
06-903-1596,"Hope Bancorp, Inc.",Travelport Worldwide Limited,Finance,NASDAQ,Grocery,HOPE,$2.6B,Apt 864,6 Dakota Crossing,83-0619353,55289-107,NYSE,269413796-2,HU74 8903 8494 7666 5052 4385 0769,,Yuan Renminbi,CNY
06-916-5169,CA Inc.,"Delta Air Lines, Inc.",Technology,NASDAQ,Outdoors,CA,$13.23B,Room 607,438 Ludington Lane,31-7957526,64117-263,NYSE,518048148-1,FR97 0595 0328 18SG TX91 OMXF C70,,Peso,ARS
06-948-8496,Criteo S.A.,"Intrawest Resorts Holdings, Inc.",Technology,NASDAQ,Kids,CRTO,$3.04B,Apt 406,07069 Ilene Place,33-3055801,44087-3388,NYSE,730474150-3,KZ66 238M OKXH 6Q2J FYVD,,Dollar,LRD
06-952-5467,Lions Gate Entertainment Corporation,The Health and Fitness ETF,n/a,NYSE,Home,LGF.A,n/a,Suite 67,05 Norway Maple Road,95-8539699,58593-826,NASDAQ,502843649-5,BH10 LPYZ G9ZS 4DZJ WAGN DV,,Euro,EUR
06-991-3148,"SPX FLOW, Inc.",Scorpio Bulkers Inc.,Technology,NYSE,Toys,FLOW,$1.64B,Room 539,6905 Dakota Avenue,08-4603711,16590-581,NYSE,025142571-1,PS49 JYYI LVEZ KO3Q FT3X HUCW AA5B R,,Ruble,RUB
07-034-1739,Clorox Company (The),"VBI Vaccines, Inc.",Consumer Durables,NYSE,Home,CLX,$17.97B,Suite 92,83 Prentice Road,56-7634666,24208-495,NASDAQ,065132015-1,SE54 8730 8259 9446 0093 4546,,Ruble,RUB
