FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
04-861-4484,Skyline Medical Inc.,Skyline Medical Inc.,Health Care,NASDAQ,Computers,SKLN,$9.9M,Apt 1752,043 Crownhardt Park,52-7976366,NYSE,972955135-9,IT12 X698 6655 401R GQAV IZDD 7CD,0363-0169,Dollar,CAD
04-867-6644,PowerShares DWA Momentum Portfolio,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,n/a,NASDAQ,Automotive,PDP,$1.38B,Suite 46,811 Vermont Terrace,59-2832150,NASDAQ,707165612-6,VG91 TTNE 3049 4248 2370 4406,0115-1328,Rand,ZAR
04-877-8537,Golar LNG Partners LP,"Kingstone Companies, Inc",Consumer Services,NASDAQ,Baby,GMLP,$1.38B,Apt 600,8 Kinsman Court,98-9848227,NASDAQ,365746891-9,PL45 4017 0295 2896 5067 5275 5074,52709-1101,Zloty,PLN
04-889-8696,Mid Penn Bancorp,Mid Penn Bancorp,Finance,NASDAQ,Grocery,MPB,$114.75M,3rd Floor,53 Fulton Way,80-9914469,NASDAQ,481910637-6,FR21 1604 7296 59WS QVWO KHWK G88,65162-642,Dollar,USD
04-897-7894,China Xiniya Fashion Limited,Ericsson,Consumer Non-Durables,NYSE,Outdoors,XNY,$18.64M,Apt 956,4003 Menomonie Road,94-6194076,NASDAQ,614193548-6,PS79 LDEK G3JU WCJL VVKU LDXG 9OFQ S,42315-002,Dollar,USD
04-899-4042,Universal Electronics Inc.,"Heritage Insurance Holdings, Inc.",Consumer Non-Durables,NASDAQ,Tools,UEIC,$959.07M,16th Floor,5 Myrtle Road,09-7504064,NYSE,712894383-8,DK03 3921 6788 8402 75,0406-9075,Krona,SEK
04-956-0320,"Diamondback Energy, Inc.","Nuveen California Municipal Value Fund, Inc.",Energy,NASDAQ,Computers,FANG,$8.33B,Apt 1226,455 Declaration Circle,52-4880818,NYSE,416502155-5,TR83 6158 8BPB AWA9 QFDV 3EQS GM,0573-2871,Baht,THB
04-956-2742,Brookfield Property Partners L.P.,"Heidrick & Struggles International, Inc.",Finance,NYSE,Computers,BPY,$5.91B,Apt 516,542 Meadow Vale Avenue,11-6921221,NASDAQ,742468539-2,IE05 ZUGH 9980 4873 9727 33,36987-2708,Rupiah,IDR
04-956-8750,TCP Capital Corp.,Urstadt Biddle Properties Inc.,n/a,NASDAQ,Grocery,TCPC,$985.94M,PO Box 78928,28 Caliangt Circle,65-2231828,NYSE,971004265-3,FI21 8615 2178 0744 05,62646-120,Rand,ZAR
04-969-6019,"Hawaiian Electric Industries, Inc.","Micronet Enertec Technologies, Inc.",n/a,NYSE,Garden,HE^U,n/a,PO Box 95209,71453 Daystar Road,99-8549799,NASDAQ,984781865-7,EE89 9753 2509 5260 1454,0615-6556,Rupiah,IDR
04-998-2526,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,n/a,NYSE,Games,ECC           ,$369.43M,17th Floor,76898 Northridge Circle,23-0472788,NASDAQ,768086865-4,BH74 PWBR DDIP WSEY 0YSX GI,35356-805,Yuan Renminbi,CNY
05-062-4983,"Verastem, Inc.",Emerson Electric Company,Health Care,NASDAQ,Books,VSTM,$74.72M,Suite 66,625 Golf Center,20-4858684,NYSE,079470205-8,FR92 0510 4017 10RI 95AZ 1VJR G87,0832-0227,Yuan Renminbi,CNY
05-074-3340,Federal Signal Corporation,"Stericycle, Inc.",Capital Goods,NYSE,Electronics,FSS,$1.02B,Suite 77,9 Sundown Avenue,96-1361762,NASDAQ,171286381-9,FR05 2781 3964 28KL M89G TUG7 D13,59663-110,Dollar,USD
05-074-8263,Clorox Company (The),Vanguard Short-Term Government ETF,Consumer Durables,NYSE,Garden,CLX,$17.97B,4th Floor,31 Lawn Avenue,93-2389014,NASDAQ,893225397-8,GE83 ZK65 7174 6438 6260 24,49035-351,Euro,EUR
05-101-7690,iShares MSCI EM ESG Optimized ETF,RH,n/a,NASDAQ,Garden,ESGE,$54.38M,9th Floor,48003 Meadow Valley Circle,97-8053916,NYSE,139036857-2,LT04 1079 9421 3338 6917,50730-4102,Yuan Renminbi,CNY
05-130-0157,"First Citizens BancShares, Inc.",Compugen Ltd.,Finance,NASDAQ,Shoes,FCNCA,$4.47B,Suite 80,7 Blaine Trail,34-2740367,NASDAQ,129840380-4,MC65 5032 9015 77EE HMXR XPTQ M13,17630-2038,Peso,ARS
05-133-4555,Vanguard Russell 1000 Growth ETF,Microsoft Corporation,n/a,NASDAQ,Sports,VONG,$1.18B,Suite 22,13186 Express Road,52-2333244,NASDAQ,563839448-6,LV95 OJJR AJZD YY7P N9RA 2,57597-043,Dinar,TND
05-153-4955,"Banco Santander, S.A.","Moxian, Inc.",n/a,NYSE,Automotive,SAN^A,n/a,Apt 677,581 Bashford Pass,21-6331953,NASDAQ,722631373-1,FI62 3629 8146 6368 01,0378-2022,Krona,SEK
05-161-4931,Blackrock MuniYield Pennsylvania Quality Fund,"Synergy Pharmaceuticals, Inc.",n/a,NYSE,Music,MPA,$192.01M,Room 288,212 Harbort Street,24-2606080,NASDAQ,527308067-3,PK59 OUVS CA6K MO7C A7SR MQ2Z,68428-061,Dollar,USD
05-191-5220,RadiSys Corporation,"Express, Inc.",Technology,NASDAQ,Tools,RSYS,$147.15M,Room 909,2247 Sugar Drive,09-1744147,NYSE,785044165-6,AL90 7584 2708 KQ3X J6YF OPA1 B2BN,76282-249,Rupee,NPR
05-199-1006,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc.",Health Care,NASDAQ,Grocery,BLCM,$375.06M,Suite 57,8 Mcguire Drive,60-9183338,NASDAQ,692302991-0,LU33 316O LYNY FHFU IDSN,41250-958,Sol,PEN
05-203-5424,Citizens First Corporation,"MasTec, Inc.",Finance,NASDAQ,Books,CZFC,$45.43M,Apt 1313,856 Armistice Lane,18-4240315,NYSE,267853510-X,LU30 880L U55P X65D FOGT,49304-0007,Euro,EUR
05-222-3694,LaSalle Hotel Properties,LaSalle Hotel Properties,n/a,NYSE,Tools,LHO^I,n/a,11th Floor,0967 Merchant Pass,76-3293726,NYSE,317335936-4,SM38 S664 1087 467O PRBM Q4TQ 6T0,54569-0389,Krona,SEK
05-256-2455,"EnLink Midstream, LLC",Global X S&P 500 Catholic Values ETF,Public Utilities,NYSE,Outdoors,ENLC,$2.92B,Suite 49,61 Raven Terrace,44-3162020,NASDAQ,530449901-8,KW69 DZVY STGR HHHB ZU9O UUNA WJOB DG,0024-0222,Ruble,RUB
05-259-4358,"Weyco Group, Inc.","Alamo Group, Inc.",Consumer Non-Durables,NASDAQ,Computers,WEYS,$291.31M,8th Floor,10 Blackbird Pass,10-1616300,NYSE,265286660-5,DO30 MRML 7716 2826 5720 4832 8416,0085-1110,Rupiah,IDR
05-272-5567,PowerShares DWA Developed Markets Momentum Portfolio,PowerShares DWA Developed Markets Momentum Portfolio,n/a,NASDAQ,Sports,PIZ,$200.65M,Room 1046,79 Mesta Street,51-4444013,NYSE,093518425-2,PL27 8699 2622 7684 4294 6489 4223,65365-001,Yuan Renminbi,CNY
05-303-5117,"PFSweb, Inc.",HollyFrontier Corporation,Miscellaneous,NASDAQ,Kids,PFSW,$136.89M,PO Box 11254,1376 Grayhawk Road,48-0334722,NYSE,047300750-9,BE65 2142 3552 5016,58414-8960,Yen,JPY
05-303-7426,Cerecor Inc.,Ikonics Corporation,Health Care,NASDAQ,Garden,CERC,$7.18M,6th Floor,8 Scott Point,96-8256602,NASDAQ,612154218-7,MK19 204Q O4F3 MMJ5 F13,49288-0124,Euro,EUR
05-319-4929,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation,Consumer Services,NASDAQ,Jewelry,LINC,$80.58M,Suite 57,554 Westerfield Junction,77-9738736,NASDAQ,786761157-6,NL87 WVWF 9240 7603 36,49643-444,Krona,SEK
05-329-2497,"Civista Bancshares, Inc. ",Western Asset Emerging Markets Debt Fund Inc,Finance,NASDAQ,Home,CIVBP,n/a,Suite 23,54 Delaware Way,46-6612188,NYSE,846036395-3,NL59 PDLQ 3083 5752 04,62756-294,Rupiah,IDR
05-329-3796,First Trust Energy Infrastructure Fund,Dataram Corporation,n/a,NYSE,Health,FIF,$326.61M,Suite 21,2769 Cottonwood Street,46-3668007,NASDAQ,279271052-7,CH09 6555 1QLN LDXY ESMP 7,0054-0077,Shilling,KES
05-352-7312,"Kandi Technologies Group, Inc.",Canadian Solar Inc.,Capital Goods,NASDAQ,Tools,KNDI,$187.28M,PO Box 68485,0 Bluejay Circle,19-5627802,NASDAQ,985573355-X,MR09 6959 1839 8775 8796 2986 140,35356-362,Rupee,NPR
05-363-0859,Gamestop Corporation,Varex Imaging Corporation,Consumer Services,NYSE,Baby,GME,$2.09B,PO Box 78451,89 Washington Way,59-5268509,NASDAQ,948216571-3,MT84 MAEL 7248 2AW4 VGJE KW0O DOU8 4XG,37808-430,Dollar,XCD
05-372-9989,"Civitas Solutions, Inc.",Silvercrest Asset Management Group Inc.,Health Care,NYSE,Sports,CIVI,$636.19M,PO Box 48569,333 Mayfield Junction,16-2113372,NASDAQ,292204303-7,CY39 2241 3880 GUMV L0AT DW2P LQ5O,51060-035,Dollar,CAD
05-406-0362,"FBL Financial Group, Inc.","Gray Television, Inc.",Finance,NYSE,Books,FFG,$1.6B,15th Floor,18 Twin Pines Avenue,28-4770915,NYSE,311124075-4,FR61 7161 7239 42QG HC28 GOIG Y31,0904-5758,Hryvnia,UAH
05-407-3322,VOXX International Corporation,Ita? CorpBanca,Consumer Non-Durables,NASDAQ,Kids,VOXX,$169.12M,Room 1128,03099 Stuart Road,24-2055523,NYSE,398389173-X,FR70 9455 5649 860A OTAJ XGSB 237,52389-237,Yuan Renminbi,CNY
05-425-4315,Easterly Acquisition Corp.,"Evoke Pharma, Inc.",Capital Goods,NASDAQ,Sports,EACQW,n/a,Apt 82,4 Crest Line Circle,49-6487554,NASDAQ,085070526-6,ES09 4339 5172 0623 2650 7767,65517-2018,Bolivar,VEF
05-436-1687,PowerShares FTSE International Low Beta Equal Weight Portfolio,Open Text Corporation,n/a,NASDAQ,Tools,IDLB,$151.51M,Apt 911,5 Sugar Court,63-4743256,NASDAQ,795073435-3,FR04 2414 6636 44LG BKQD W9F0 H01,63629-1647,Rupiah,IDR
05-479-9407,Numerex Corp.,"Rennova Health, Inc.",Consumer Durables,NASDAQ,Sports,NMRX,$89.88M,Suite 21,247 Sachtjen Center,88-1135476,NASDAQ,375351427-6,KW19 XYND PKZY TURN SHS5 LFXO 2BZG MD,0268-0289,Euro,EUR
05-516-6609,"Rapid7, Inc.",Wells Fargo & Company,Technology,NASDAQ,Toys,RPD,$739.26M,1st Floor,2 Chive Court,17-9539384,NYSE,416764758-3,SK55 9567 8302 4946 3712 0110,41163-264,Euro,EUR
05-534-0385,"Banco Santander, S.A.",The Descartes Systems Group Inc.,Finance,NYSE,Kids,SAN,$96.24B,Apt 1752,77 5th Place,52-3049183,NASDAQ,510085812-5,BR50 5214 9800 0546 7033 2014 699W I,21695-509,Real,BRL
05-557-0134,Synaptics Incorporated,"The Navigators Group, Inc.",Technology,NASDAQ,Music,SYNA,$1.81B,PO Box 80498,142 Bobwhite Circle,73-7156073,NASDAQ,795333760-6,DK58 8007 4912 1255 71,55154-6957,Rupiah,IDR
05-567-7862,Shopify Inc.,"Global Ship Lease, Inc.",Technology,NYSE,Health,SHOP,$7.35B,Apt 313,04529 Westridge Hill,83-9030536,NYSE,697923934-1,DO63 XL2N 5590 6211 1696 7469 8103,61715-025,Euro,EUR
05-570-5598,National Beverage Corp.,PowerShares DWA Emerging Markets Momentum Portfolio,Consumer Non-Durables,NASDAQ,Automotive,FIZZ,$4.16B,9th Floor,29096 Johnson Way,92-5681533,NASDAQ,415256316-8,FR42 7051 4241 040E DEGS NOUW V84,0085-1374,Yuan Renminbi,CNY
05-612-5556,Otter Tail Corporation,Emerge Energy Services LP,Public Utilities,NASDAQ,Sports,OTTR,$1.64B,Room 1354,89 Mendota Pass,27-8738258,NYSE,737115347-2,SA39 522B IW6N EOLQ OPYI 8OTW,43538-210,Krona,SEK
05-629-5331,Stamps.com Inc.,PowerShares S&P SmallCap Utilities Portfolio,Miscellaneous,NASDAQ,Sports,STMP,$2.49B,Suite 60,43 Prairie Rose Junction,63-8134262,NASDAQ,118010890-6,CZ16 7106 7098 5502 3356 9711,24385-130,Ruble,RUB
05-653-7349,Aramark,W.P. Carey Inc.,Consumer Services,NYSE,Movies,ARMK,$9.97B,Suite 79,54450 Kenwood Hill,64-9274074,NYSE,986456923-6,KZ92 814F J4WI JITM HZ0M,11822-8210,Yuan Renminbi,CNY
05-676-4600,"ADTRAN, Inc.","ADTRAN, Inc.",Public Utilities,NASDAQ,Industrial,ADTN,$985.8M,Room 133,4 Prairieview Junction,88-2593706,NYSE,774041331-3,PK88 WJBX M2UN JY0V WR8K UIQD,68999-985,Dong,VND
05-706-4910,Citigroup Inc.,"L Brands, Inc.",Finance,NYSE,Industrial,C^N,n/a,Apt 438,99 Straubel Parkway,62-9123283,NYSE,454113970-7,LT68 4715 5263 5974 0948,0078-0368,Krona,SEK
05-722-7888,CONMED Corporation,"Tetraphase Pharmaceuticals, Inc.",Health Care,NASDAQ,Electronics,CNMD,$1.42B,PO Box 57833,9027 Annamark Pass,94-2145972,NASDAQ,640238073-3,MU24 FQUF 6736 7822 0979 4586 792F VF,56062-668,Ruble,RUB
05-768-1920,J P Morgan Chase & Co,J P Morgan Chase & Co,Finance,NYSE,Books,JPM^A,n/a,Suite 11,,,,,,,,
05-785-2982,"PNC Financial Services Group, Inc. (The)","Templeton Emerging Markets Income Fund, Inc.",Finance,NYSE,Health,PNC,$59.28B,Apt 1551,3 Truax Parkway,03-8389587,NYSE,896367867-9,CY36 0772 0346 8QXT HLMR FVWS NZ1G,11673-334,Yuan Renminbi,CNY
05-785-8921,Evogene Ltd.,Great Plains Energy Inc,Basic Industries,NASDAQ,Clothing,EVGN,$130.67M,Apt 1561,0 Novick Junction,44-7120505,NYSE,084082343-6,VG63 IHZP 9560 8457 4654 2290,55154-4760,Euro,EUR
05-803-3123,"The Hanover Insurance Group, Inc.","MDU Resources Group, Inc.",Finance,NYSE,Books,THG,$3.77B,PO Box 36452,0679 Dottie Way,64-7515763,NYSE,506369881-6,GL93 9814 5130 0877 84,17630-2007,Euro,EUR
05-805-5646,Alcobra Ltd.,"Community Health Systems, Inc.",Health Care,NASDAQ,Beauty,ADHD,$30.87M,Room 62,4346 Northport Terrace,38-3409833,NYSE,435534141-0,LI34 4524 2HBV WSDT 1MJJ Z,49288-0765,Sol,PEN
05-826-2126,Oasis Petroleum Inc.,Oasis Petroleum Inc.,Energy,NYSE,Tools,OAS,$1.94B,Apt 773,97 Nancy Parkway,36-0929952,NASDAQ,736897338-3,FR02 7133 1909 12PB FKV5 IZEM T18,51514-0328,Yuan Renminbi,CNY
05-833-3305,John Hancock Preferred Income Fund III,"Westar Energy, Inc.",n/a,NYSE,Sports,HPS,$605.33M,Room 547,6853 Declaration Circle,39-6793854,NYSE,919267012-1,IE96 TFST 0311 1781 2187 68,49349-932,Yuan Renminbi,CNY
05-842-3841,North European Oil Royality Trust,Arbor Realty Trust,Energy,NYSE,Music,NRT,$61.21M,Suite 41,634 Gale Way,99-7909839,NYSE,642489732-1,AD15 2006 0808 NSDG TUX2 I3KO,11086-022,Euro,EUR
05-845-5489,Capital Senior Living Corporation,Capital Senior Living Corporation,Health Care,NYSE,Sports,CSU,$473.87M,Room 762,0840 Talmadge Place,90-7832737,NYSE,295792178-2,SI53 2595 9889 2999 601,37012-379,Hryvnia,UAH
05-930-5869,BlackRock Multi-Sector Income Trust,"Calavo Growers, Inc.",n/a,NYSE,Books,BIT,$685.06M,Apt 1086,2544 Surrey Lane,71-0413106,NASDAQ,955111369-1,AL80 7867 7905 DETS IROJ 2ZPL TJXW,26509-0003,Kyat,MMK
05-946-2629,Kearny Financial,Kearny Financial,Finance,NASDAQ,Industrial,KRNY,$1.27B,Room 1656,6861 Old Shore Place,66-2525301,NASDAQ,062240919-0,SA94 01U2 URKY 9UXZ L6P3 G5UQ,10237-753,Zloty,PLN
05-980-2631,Hutchison China MediTech Limited,Hutchison China MediTech Limited,Health Care,NASDAQ,Health,HCM,$2.78B,PO Box 10960,1664 Porter Alley,11-6903308,NYSE,218307980-0,FR43 9225 2142 81Q7 UKAG AIEP S49,49349-300,Euro,EUR
05-988-0310,"Neenah Paper, Inc.",Macquarie Infrastructure Company,Basic Industries,NYSE,Industrial,NP,$1.35B,Room 1493,84070 Mayer Place,39-2084930,NYSE,365818132-X,LU81 766T RMSG YMOW NDC4,63824-461,Euro,EUR
05-990-5823,"Altimmune, Inc.","Altimmune, Inc.",Health Care,NASDAQ,Automotive,ALT,$2.44M,Room 574,5128 Del Mar Junction,35-1788366,NASDAQ,432653675-6,GR63 5166 521H ZHYZ DFGE DVOS IPJ,51672-2001,Rupiah,IDR
06-003-1309,Gerdau S.A.,"Earthstone Energy, Inc.",Capital Goods,NYSE,Movies,GGB,$4.61B,10th Floor,02 Westend Parkway,35-9903194,NYSE,650091735-9,FR89 5758 1122 60XX JWTD ZIKF I92,58118-0303,Peso,PHP
06-031-8245,First Trust NASDAQ Technology Dividend Index Fund,Stellar Acquisition III Inc.,n/a,NASDAQ,Games,TDIV,$718.39M,PO Box 78566,2924 Welch Point,25-3819524,NASDAQ,342176021-7,AL45 8323 7271 0FL5 SURJ KHL1 JFK5,57520-0524,Peso,PHP
06-039-7461,BlackRock Long-Term Municipal Advantage Trust,"USA Compression Partners, LP",n/a,NYSE,Health,BTA,$159.86M,Room 440,09 Anzinger Terrace,79-4838068,NYSE,706713487-0,EE60 4430 5332 1018 0623,0135-0462,Tugrik,MNT
06-088-6146,American Homes 4 Rent,"Rand Logistics, Inc.",n/a,NYSE,Games,AMH^C,n/a,Apt 1309,37 Duke Hill,13-0436113,NASDAQ,352800622-6,AZ95 MKRD ZFGP JOB1 WK6U 8GSQ GZRL,69152-0528,Real,BRL
06-102-2406,"LTC Properties, Inc.",Access National Corporation,Consumer Services,NYSE,Health,LTC,$1.98B,PO Box 17004,336 Everett Avenue,25-9170838,NASDAQ,739275498-X,RS78 2930 7121 6657 1617 88,55154-2869,Yuan Renminbi,CNY
06-130-4707,Ameris Bancorp,Pimco Corporate & Income Opportunity Fund,Finance,NASDAQ,Garden,ABCB,$1.78B,9th Floor,5 Myrtle Road,27-6009124,NYSE,973062190-X,PL15 0822 8084 8080 5954 0049 7067,54868-5971,Somoni,TJS
06-147-2376,"Energizer Holdings, Inc.","Strayer Education, Inc.",Miscellaneous,NYSE,Grocery,ENR,$3.18B,PO Box 62929,9 Laurel Drive,21-1630756,NASDAQ,778935502-3,BE84 0125 6031 3538,0395-2685,Ruble,RUB
06-173-8883,China Yuchai International Limited,Jupai Holdings Limited,Energy,NYSE,Jewelry,CYD,$753.17M,6th Floor,706 Green Ridge Plaza,53-0256426,NYSE,326265516-3,GE69 LQ47 8195 4850 1985 16,57955-5038,Zloty,PLN
06-248-7585,Myovant Sciences Ltd.,Pacific Special Acquisition Corp.,Health Care,NYSE,Kids,MYOV,$683.9M,Room 583,1 Sugar Court,65-4606667,NASDAQ,898881485-1,FR25 3219 8321 56FO IUWR BO8I 467,43063-015,Real,BRL
06-269-6873,Toro Company (The),Landmark Bancorp Inc.,Capital Goods,NYSE,Music,TTC,$7.81B,Apt 1466,1613 Fordem Park,68-3427932,NASDAQ,126374348-X,HU86 8426 5358 4183 8342 9764 1755,50845-0095,Yuan Renminbi,CNY
06-294-6058,"Senomyx, Inc.","NantHealth, Inc.",Health Care,NASDAQ,Garden,SNMX,$41.9M,Apt 1601,593 Pierstorff Trail,96-4828902,NASDAQ,244652514-8,BA87 2533 9714 1831 2605,0615-7831,Koruna,CZK
06-306-6222,Taiwan Semiconductor Manufacturing Company Ltd.,Immuron Limited,Technology,NYSE,Games,TSM,$186.02B,PO Box 59175,696 Lakewood Road,42-3989171,NASDAQ,738818565-8,IE87 GEAJ 9879 0598 7619 98,66869-147,Litas,LTL
06-310-7434,Nuveen AMT-Free Municipal Value Fund,Active Alts Contrarian ETF,n/a,NYSE,Automotive,NUW,$250.05M,PO Box 4936,639 Larry Plaza,72-0136347,NASDAQ,745459936-2,AZ06 EBXY M9YR FAXW BDLK 8UWU HEHG,65862-516,Yuan Renminbi,CNY
06-329-3011,Garmin Ltd.,Garmin Ltd.,Capital Goods,NASDAQ,Automotive,GRMN,$9.66B,PO Box 75482,9539 Spohn Crossing,07-3784630,NYSE,449404526-8,GR48 4788 403B VAOD 6P4B OGNT 4TA,51079-994,Peso,MXN
06-332-5986,"Analog Devices, Inc.",PureFunds ETFx HealthTech ETF,Technology,NASDAQ,Industrial,ADI,$29.38B,17th Floor,2000 Kennedy Plaza,55-7698641,NASDAQ,445871342-6,GT64 O7DL 3BPX PYJW UGWX L9BM SLTJ,58411-137,Hryvnia,UAH
06-334-7989,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,Partner Communications Company Ltd.,n/a,NYSE,Electronics,EXG,$2.78B,Suite 47,734 Reindahl Terrace,49-8731614,NASDAQ,111743005-7,LI72 8248 9MAZ WIA1 UR4C B,43846-0032,Tenge,KZT
06-348-2403,"Twenty-First Century Fox, Inc.","Twenty-First Century Fox, Inc.",Consumer Services,NASDAQ,Books,FOX,$50.2B,Room 1890,0541 Killdeer Street,31-3203781,NASDAQ,222079545-4,GL02 0461 7838 8428 15,54868-4986,Yuan Renminbi,CNY
06-365-9702,"Voya Financial, Inc.","Voya Financial, Inc.",Finance,NYSE,Industrial,VOYA,$6.87B,Room 1167,56300 Nancy Street,25-4740395,NASDAQ,112710449-7,FR94 8900 3042 088M 7SWP G5C2 M09,0641-6075,Rupiah,IDR
06-415-3175,Netshoes (Cayman) Limited,"MidWestOne Financial Group, Inc.",Consumer Services,NYSE,Sports,NETS,$588.87M,Room 1813,909 Morrow Drive,49-1248431,NASDAQ,047663025-8,TN70 9590 8869 6266 6467 1955,55289-618,Euro,EUR
06-426-5697,PowerShares KBW Bank Portfolio,"The Hanover Insurance Group, Inc.",n/a,NASDAQ,Jewelry,KBWB,$833.52M,Apt 1872,3 Artisan Avenue,01-9985479,NYSE,596149666-X,CR34 9239 7854 0290 2668 2,64942-1326,Yuan Renminbi,CNY
06-434-9205,Fastenal Company,Fastenal Company,Consumer Services,NASDAQ,Sports,FAST,$12.84B,Apt 884,2 Sutteridge Place,90-4422740,NASDAQ,015778791-5,KW19 QCRE IKFN CYXC UVDG VQPV ZGZM OU,24208-657,Yuan Renminbi,CNY
06-444-5756,Moelis & Company,Ellington Financial LLC,Finance,NYSE,Tools,MC,$1.01B,Suite 14,04 Ridgeview Way,63-9076112,NYSE,815812757-6,SM47 B869 5078 4951 VKYB FPWE FUG,43419-864,Sol,PEN
06-445-2212,Tecogen Inc.,Blackrock MuniYield Investment QualityFund,Capital Goods,NASDAQ,Health,TGEN,$65.74M,Apt 591,481 Meadow Valley Alley,05-2282386,NYSE,370487100-1,MR26 7056 4490 2149 9342 4793 226,52125-963,Real,BRL
06-449-0505,Aegon NV,"Sarepta Therapeutics, Inc.",Finance,NYSE,Industrial,AEB,n/a,Apt 1877,8 Division Circle,79-0634777,NASDAQ,535527305-X,FR44 6598 4505 589X F6RD GBRT W66,11523-0631,Peso,MXN
06-479-5188,"Apollo Global Management, LLC",Principal Real Estate Income Fund,Finance,NYSE,Kids,APO,$11.18B,3rd Floor,7786 Red Cloud Lane,50-8827245,NYSE,309586523-6,MD03 ISC7 7FUX IXFF S9DD AAZ2,61941-1005,Euro,EUR
06-497-2639,"Provident Financial Holdings, Inc.","Provident Financial Holdings, Inc.",Finance,NASDAQ,Jewelry,PROV,$154.12M,10th Floor,799 Cherokee Center,19-0027849,NASDAQ,893018567-3,PS70 NALC TTP1 YCPV UHVT XHMO AEIT J,68084-467,Dollar,USD
06-535-8895,"Comstock Holding Companies, Inc.","Lakeland Bancorp, Inc.",Capital Goods,NASDAQ,Baby,CHCI,$6.74M,PO Box 45519,63 Drewry Court,18-0363223,NASDAQ,765678914-6,FR95 6866 9955 552M XXOC NQXU 336,0603-0747,Yuan Renminbi,CNY
06-536-0227,Consolidated Edison Inc,"Kinder Morgan, Inc.",Public Utilities,NYSE,Shoes,ED,$25.91B,Apt 1197,8036 Manley Avenue,68-6029458,NYSE,667426527-6,HR96 0745 4026 4163 1503 4,0143-9994,Ruble,RUB
06-567-8945,"National Security Group, Inc.","National Security Group, Inc.",Finance,NASDAQ,Books,NSEC,$37M,Suite 5,164 Tennyson Park,29-7548125,NYSE,418180320-1,MU09 EIME 7781 7950 2822 8307 465N TJ,0406-9923,Dollar,CAD
06-593-2024,Canadian Pacific Railway Limited,Canadian Pacific Railway Limited,Transportation,NYSE,Toys,CP,$22.76B,Room 242,8074 Walton Park,58-4287857,NASDAQ,124589232-0,GR30 3273 1297 KFHC A7W8 1ASJ LZG,57520-0566,Baht,THB
06-659-0119,Invesco Plc,J P Morgan Chase & Co,Finance,NYSE,Toys,IVZ,$14.08B,PO Box 6175,18 Clove Court,28-9225686,NYSE,920409328-5,DK44 0307 2054 3436 09,60541-8407,Yuan Renminbi,CNY
06-678-7532,"Twenty-First Century Fox, Inc.",Cigna Corporation,Consumer Services,NASDAQ,Industrial,FOXA,$33.51B,Room 1986,5491 Sage Crossing,76-3127562,NYSE,603754778-5,AZ77 CSJA CNL5 KFWA WENQ MCOW DZJB,68400-800,Peso,PHP
06-683-5431,"Universal Forest Products, Inc.",LHC Group,Basic Industries,NASDAQ,Sports,UFPI,$1.83B,PO Box 19767,12614 Longview Way,83-6496085,NASDAQ,880417769-1,SI98 4412 5340 6085 671,0078-0441,Lempira,HNL
06-770-2362,Trimble Inc.,"Aemetis, Inc",Capital Goods,NASDAQ,Garden,TRMB,$9.26B,Room 1689,78 Independence Street,19-4084105,NASDAQ,907551293-7,MK82 1407 QJ9B K71V J75,0536-3218,Real,BRL
06-780-8865,Atlantic Coast Financial Corporation,Cohen & Steers Quality Income Realty Fund Inc,Finance,NASDAQ,Tools,ACFC,$119.14M,Suite 4,4 Valley Edge Place,71-7713815,NYSE,055498401-6,MR48 3160 8131 7672 5456 6478 951,68382-023,Krone,NOK
06-787-0957,Liberty Media Corporation,RXi Pharmaceuticals Corporation,Consumer Services,NASDAQ,Automotive,FWONA,n/a,Room 1541,146 Riverside Trail,80-7062203,NASDAQ,210412070-5,LV56 OEDF FZPP SEDZ EWUX E,41520-016,Yuan Renminbi,CNY
06-794-2711,Principal Millennials Index ETF,VTTI Energy Partners LP,n/a,NASDAQ,Shoes,GENY,$7.26M,Room 1617,70812 Rowland Parkway,94-8062680,NYSE,273461140-6,SE54 7081 0831 4879 4432 8422,45802-344,Dollar,JMD
06-814-4599,Costco Wholesale Corporation,Pendrell Corporation,Consumer Services,NASDAQ,Outdoors,COST,$73.29B,Suite 38,97232 Troy Circle,17-7813693,NASDAQ,693591315-2,DE20 8902 5390 7645 9602 24,0093-7316,Yuan Renminbi,CNY
06-824-0707,Quinpario Acquisition Corp. 2,The Blackstone Group L.P.,Miscellaneous,NASDAQ,Shoes,QPAC,$288.2M,PO Box 73886,6471 Green Avenue,71-9910628,NYSE,447221599-3,FR14 5013 3266 93CD UJ86 ADNB I26,49781-096,Yuan Renminbi,CNY
06-887-7675,Artisan Partners Asset Management Inc.,Merus N.V.,Finance,NYSE,Toys,APAM,$2.24B,4th Floor,1 Hudson Road,63-4165303,NASDAQ,733100994-X,PL53 1476 8433 9408 6846 5683 7217,0597-0116,Rupiah,IDR
