FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
43-101-0691,Protective Life Corporation,Xunlei Limited,n/a,NYSE,Kids,PL^C,n/a,1st Floor,882 Ridgeway Park,88-7651414,0268-1088,NASDAQ,351237697-5,LT45 6770 2803 3518 4352,,Peso,ARS
04-642-9973,Orion Engineered Carbons S.A,Cliffs Natural Resources Inc.,Basic Industries,NYSE,Electronics,OEC,$1.13B,Room 1744,78906 Prairieview Crossing,93-2287575,62211-267,NYSE,654400727-7,LB40 2862 DVEF 57EH Z7WD 7YVP PPX9,,Ruble,RUB
44-324-3276,First Trust Strategic High Income Fund II,Verint Systems Inc.,n/a,NYSE,Clothing,FHY,$112.34M,Room 1968,951 Shopko Terrace,24-9798094,44523-372,NASDAQ,809550190-5,GE86 JB41 7061 0846 6950 50,,Dram,AMD
79-523-4630,BioSpecifics Technologies Corp,Northrim BanCorp Inc,Health Care,NASDAQ,Games,BSTC,$345.31M,PO Box 71643,9 Autumn Leaf Hill,96-3872116,59779-340,NASDAQ,206267147-4,LB81 7666 YEZN CULB WQEE T07O VYQ8,,Rupiah,IDR
82-842-8087,Nuveen Missouri Quality Municipal Income Fund,Reading International Inc,n/a,NYSE,Kids,NOM,$37.52M,PO Box 68822,5 Eagan Plaza,65-3536264,43353-393,NASDAQ,378572737-2,SE88 9950 4795 4391 8803 3237,,Rupiah,IDR
74-330-7128,Biogen Inc.,HP Inc.,Health Care,NASDAQ,Garden,BIIB,$53.4B,Suite 78,2 Randy Avenue,71-9160926,23710-100,NYSE,056305578-2,KZ28 112N IK8X ERTS 6JTO,,Dollar,NAD
70-123-5492,"Evolving Systems, Inc.","Intercept Pharmaceuticals, Inc.",Technology,NASDAQ,Sports,EVOL,$63.62M,PO Box 75106,72 Butternut Place,29-7566268,54738-908,NASDAQ,324177681-6,FO61 3795 1250 8086 36,,Yuan Renminbi,CNY
34-829-9388,Ampco-Pittsburgh Corporation,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",Capital Goods,NYSE,Games,AP,$175.48M,Apt 1148,604 Tennyson Plaza,30-4816990,49967-035,NYSE,471149633-5,GL96 5393 2426 7074 58,,Yuan Renminbi,CNY
07-607-0694,AMN Healthcare Services Inc,"Kingstone Companies, Inc",Technology,NYSE,Grocery,AMN,$1.73B,Apt 697,5 Starling Street,53-7347021,66116-405,NASDAQ,600772811-0,SE49 2493 9991 3095 0992 2187,,Krona,SEK
58-607-5686,Arbor Realty Trust,"Meritor, Inc.",n/a,NYSE,Music,ABR^B,n/a,Suite 10,48689 Mitchell Point,57-2659746,11701-038,NYSE,572333428-X,FR71 6686 0894 69ZX DYC1 NIFI S05,,Yuan Renminbi,CNY
99-287-5360,"Gener8 Maritime, Inc.","Rudolph Technologies, Inc.",Transportation,NYSE,Outdoors,GNRT,$462.92M,Apt 730,6 Eliot Place,21-1507322,10812-608,NYSE,573589838-8,GL23 1668 1567 5767 36,,Rand,ZAR
26-413-4306,"Meridian Bancorp, Inc.","Okta, Inc.",Finance,NASDAQ,Computers,EBSB,$895.77M,8th Floor,70 Reinke Court,99-2935423,51668-101,NASDAQ,297369501-5,MK81 805S TCKX HYFC F76,,Euro,EUR
61-945-9492,China Rapid Finance Limited,Arlington Asset Investment Corp,Finance,NYSE,Automotive,XRF,$441.95M,PO Box 59179,95 Memorial Road,47-5460966,0268-0110,NYSE,345934183-1,DE42 2553 0051 3922 9664 59,,Rupiah,IDR
66-263-0491,"Armstrong Flooring, Inc.","Hercules Capital, Inc.",Consumer Non-Durables,NYSE,Clothing,AFI,$504.86M,Apt 1649,5110 Birchwood Alley,22-1169753,69164-3001,NYSE,647551940-5,MR56 2432 0022 6631 3797 5482 131,,Yuan Renminbi,CNY
60-301-1900,WisdomTree Germany Hedged Equity Fund,"Proto Labs, Inc.",n/a,NASDAQ,Tools,DXGE,$129.61M,Suite 10,8123 Gateway Place,21-5621659,43857-0110,NYSE,130254905-7,SE71 9186 7464 5507 4796 2226,,Kuna,HRK
59-605-7669,"Oncobiologics, Inc.",NeoPhotonics Corporation,Health Care,NASDAQ,Beauty,ONSIZ,n/a,PO Box 9737,7654 Superior Circle,27-9790062,50436-0120,NYSE,509985545-8,TN76 9718 6078 5506 5727 7584,,Euro,EUR
10-167-7786,"Alamo Group, Inc.",Packaging Corporation of America,Capital Goods,NYSE,Shoes,ALG,$1.06B,PO Box 37508,7 Eagle Crest Plaza,08-7055707,63868-331,NYSE,503996177-4,AZ82 YQRM ZHII MBEO SXNP XZXE P9XH,,Rupiah,IDR
65-214-2225,Amgen Inc.,Playa Hotels & Resorts N.V.,Health Care,NASDAQ,Games,AMGN,$119.44B,Room 1651,1 Ridgeview Road,08-9983671,57237-073,NASDAQ,802890091-7,PL68 7607 4394 2506 1690 4750 8635,,Shilling,KES
51-185-4443,First Trust High Income ETF,First American Corporation (The),n/a,NASDAQ,Baby,FTHI,$48.31M,Room 1220,655 Spenser Park,11-4693543,43269-765,NYSE,819111675-8,AE56 3220 3209 7325 2599 008,,Rupee,PKR
33-014-0587,"Insys Therapeutics, Inc.",Cumberland Pharmaceuticals Inc.,Health Care,NASDAQ,Sports,INSY,$816.46M,PO Box 93485,5 Mitchell Alley,95-5948471,52099-8005,NASDAQ,461504335-X,FO17 1937 3303 1544 96,,Peso,ARS
16-127-8073,Kinross Gold Corporation,"Plug Power, Inc.",Basic Industries,NYSE,Home,KGC,$5.1B,16th Floor,0 Grim Hill,54-1689598,61748-115,NASDAQ,111184288-4,DE27 5043 8198 3845 8833 50,,Rial,IRR
31-032-1731,Brixmor Property Group Inc.,Nuveen Arizona Quality Municipal Income Fund,Consumer Services,NYSE,Health,BRX,$5.63B,Room 949,5813 Farwell Lane,47-7240919,55319-556,NYSE,327933054-8,ME32 9450 8129 5989 9338 06,,Kuna,HRK
12-285-5073,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Alliance California Municipal Income Fund Inc,n/a,NASDAQ,Toys,AGND,$12.99M,Suite 5,26546 Hagan Place,68-0204033,0363-2242,NYSE,135404066-X,PT21 5625 7235 9670 2431 3985 9,,Euro,EUR
96-849-1852,"Gabelli Convertible and Income Securities Fund, Inc. (The)",Weibo Corporation,n/a,NYSE,Automotive,GCV,$71.34M,Apt 1392,917 Birchwood Circle,30-6521921,54868-4244,NASDAQ,494012191-7,VG35 MOCM 2633 7933 7276 4407,,Rupiah,IDR
98-715-4459,Global Partner Acquisition Corp.,Howard Hughes Corporation (The),Health Care,NASDAQ,Toys,GPACU,n/a,PO Box 68668,5 Ohio Pass,68-2213341,13537-010,NYSE,319057140-6,GT77 BCKR GAZY 3KQ8 3YYA VYCZ NXVU,,Ruble,RUB
19-572-0756,Glen Burnie Bancorp,"Vectrus, Inc.",Finance,NASDAQ,Movies,GLBZ,$30.69M,Room 1081,866 Coolidge Circle,92-2510786,42654-001,NYSE,438712711-2,AE89 9122 9906 7431 5333 979,,Real,BRL
56-871-6404,"Gabelli Convertible and Income Securities Fund, Inc. (The)","USA Technologies, Inc.",n/a,NYSE,Automotive,GCV,$71.34M,Suite 48,0792 Del Mar Terrace,64-7748945,55289-704,NASDAQ,326431793-1,LI35 2513 5ABY JYPM WRDU H,,Euro,EUR
70-159-1073,PBF Energy Inc.,Vanguard Long-Term Corporate Bond ETF,Energy,NYSE,Games,PBF,$2.39B,Apt 798,5747 Coolidge Avenue,93-0500772,0456-1110,NASDAQ,085651613-9,FR87 9981 7711 89ZG F10V CGLO Y87,,Rupiah,IDR
40-190-2910,"Prudential Financial, Inc.",Cousins Properties Incorporated,Finance,NYSE,Tools,PRH,n/a,PO Box 43290,9 Merrick Pass,13-6175284,21695-264,NYSE,930693607-9,IL06 3709 1475 7740 9027 042,,Dollar,USD
79-880-3039,"Hallmark Financial Services, Inc.",PPlus Trust,Finance,NASDAQ,Health,HALL,$208.13M,Room 106,976 Tennessee Center,81-6591856,16714-661,NYSE,770751246-4,IS11 0669 9375 8210 3678 3355 38,,Dollar,USD
71-114-7981,"Stanley Black & Decker, Inc.","FCB Financial Holdings, Inc.",Capital Goods,NYSE,Garden,SWP,n/a,Apt 618,26382 Lakewood Gardens Center,61-6941809,43353-866,NYSE,729431165-X,ME52 0883 9802 9695 8843 88,,Euro,EUR
84-237-6749,Liberty Global plc,"CapStar Financial Holdings, Inc.",Consumer Services,NASDAQ,Sports,LILAK,$3.47B,PO Box 57053,17331 Pond Place,27-8240877,37000-389,NASDAQ,664544389-7,IS42 6471 8787 7081 4610 1470 61,,Yuan Renminbi,CNY
42-186-0895,Southwest Airlines Company,Rosetta Genomics Ltd.,Transportation,NYSE,Home,LUV,$36.46B,Apt 483,6 Stang Parkway,02-0468699,16590-107,NASDAQ,010178846-0,RS39 7158 6675 8680 1967 36,,Peso,PHP
16-301-3154,"Teradyne, Inc.",Wells Fargo & Company,Capital Goods,NYSE,Kids,TER,$6.47B,PO Box 91669,10440 Anzinger Place,49-1808279,75990-575,NYSE,660525834-7,GT92 UIGQ IUD6 LTCU GNGC OZG5 HHBN,,Peso,DOP
93-920-5831,BankFinancial Corporation,"Summit Hotel Properties, Inc.",Finance,NASDAQ,Computers,BFIN,$279M,Room 1355,3 Banding Point,87-0893611,76329-9061,NYSE,813227116-5,MU40 TMOU 5811 2005 9657 3540 263X ZY,,Dollar,USD
20-622-4588,"RF Industries, Ltd.",Bank of America Corporation,Capital Goods,NASDAQ,Movies,RFIL,$14.58M,Room 526,79 Westridge Street,57-4436491,76119-1447,NYSE,223804610-0,HU60 0382 4798 6038 8059 3485 3716,,Sol,PEN
05-786-4828,National Bank Holdings Corporation,Central European Media Enterprises Ltd.,Finance,NYSE,Automotive,NBHC,$878.18M,Suite 5,3981 Hollow Ridge Court,37-1189439,41167-6202,NASDAQ,953055460-5,AL51 3204 2807 GJBV NI7R CR75 VMLL,,Ruble,RUB
61-496-4027,Eaton vance Floating-Rate Income Plus Fund,Gabelli NextShares Trust,n/a,NYSE,Garden,EFF,$129.69M,Suite 81,0056 Spenser Park,04-1235461,57520-0063,NASDAQ,906188003-3,LV33 XHJO ZTAR 0UTO 79NM Z,,Yuan Renminbi,CNY
99-539-9150,DryShips Inc.,Qwest Corporation,Transportation,NASDAQ,Baby,DRYS,$1.97M,PO Box 34764,69169 Hoard Parkway,11-7653822,13537-452,NYSE,075684910-1,SK98 5046 1958 2070 6660 7280,,Dirham,MAD
51-308-8905,"Omega Flex, Inc.","Donnelley Financial Solutions, Inc.",Capital Goods,NASDAQ,Home,OFLX,$652.54M,Apt 30,4846 Rusk Drive,73-1910026,49348-121,NYSE,828739292-6,RO88 DJSN BMNY GNSD 1PTJ UPI3,,Yuan Renminbi,CNY
64-404-0830,Snap-On Incorporated,Huntington Bancshares Incorporated,Capital Goods,NYSE,Garden,SNA,$9.15B,15th Floor,3 Laurel Pass,03-4237715,55154-2677,NASDAQ,615841566-9,BH40 JCGN TUCN S1LR 1DR5 P3,,Sol,PEN
42-708-0182,Costamare Inc.,"HopFed Bancorp, Inc.",n/a,NYSE,Health,CMRE^B,n/a,Apt 933,8 Sugar Plaza,13-9014203,0187-3012,NASDAQ,874991638-6,FR62 6658 1768 30D0 9JLB AVE1 922,,Kyat,MMK
31-173-2751,Tsakos Energy Navigation Ltd,Bank Of New York Mellon Corporation (The),n/a,NYSE,Kids,TNP^D,n/a,Suite 25,15 Ramsey Way,66-9900385,68084-551,NYSE,133539279-3,FR38 9354 8604 858E RDA0 CLJZ F86,,Rupiah,IDR
65-898-8108,Ares Capital Corporation,"Automatic Data Processing, Inc.",n/a,NYSE,Tools,AFC,$206.36M,7th Floor,32570 Swallow Drive,31-2303425,43596-0016,NASDAQ,089223570-5,FR86 9183 5806 82SV ULWT W0E8 G25,,Euro,EUR
31-577-7353,Horizon Technology Finance Corporation,Infinity Property and Casualty Corporation,n/a,NASDAQ,Clothing,HRZN,$129.45M,Apt 1454,4 Lake View Street,79-4925838,36987-1712,NASDAQ,688831250-X,SM70 H344 5281 337P LIWT WKR2 ZCX,,Zloty,PLN
89-230-5962,"Connecticut Water Service, Inc.","MCBC Holdings, Inc.",Public Utilities,NASDAQ,Music,CTWS,$663.37M,Room 1518,012 Bobwhite Parkway,97-0020069,52125-648,NASDAQ,619917128-4,FR42 1031 2980 600S ZV9J XFQG E17,,Euro,EUR
60-366-6589,H. B. Fuller Company,JMP Group LLC,Basic Industries,NYSE,Industrial,FUL,$2.64B,Room 1837,728 Lakewood Road,19-6146095,63917-001,NYSE,455998690-8,KZ86 401P HX24 TI0P JEJI,,Yuan Renminbi,CNY
28-565-7841,"Goldman Sachs Group, Inc. (The)",Stone Energy Corporation,n/a,NYSE,Baby,GS^C,n/a,Apt 1002,88732 Express Junction,99-8018083,11822-1000,NYSE,307550838-1,FO94 8028 8739 4495 41,,Manat,AZN
07-652-6710,Nuveen Floating Rate Income Fund,Bank of America Corporation,n/a,NYSE,Jewelry,JFR,$663.3M,Suite 29,788 Kenwood Way,42-3799263,10157-9822,NYSE,086501731-X,RO26 LEUC 0CBL LBIZ VJIW U6C7,,Yuan Renminbi,CNY
61-982-3134,HDFC Bank Limited,"Argo Group International Holdings, Ltd.",Finance,NYSE,Movies,HDB,$75.19B,Apt 364,0535 Nova Way,84-4265270,42192-150,NASDAQ,803025684-1,FR78 9770 4291 654B KGWK PRTH M92,,Ruble,RUB
26-181-7679,Christopher & Banks Corporation,"Box, Inc.",Consumer Services,NYSE,Tools,CBK,$48.91M,Suite 21,970 Tony Place,70-4430799,52685-436,NYSE,573415306-0,LT89 5685 0268 2448 8838,,Peso,COP
89-436-2592,"UMH Properties, Inc.","OpGen, Inc.",Consumer Services,NYSE,Automotive,UMH,$575.54M,Room 1766,393 Summer Ridge Place,93-7548587,54868-0337,NASDAQ,877143928-5,SE10 7839 5491 0951 2990 9051,,Dong,VND
04-835-8313,R1 RCM Inc.,"SEACOR Holdings, Inc.",Consumer Services,NASDAQ,Automotive,RCM,$419.06M,Room 1010,01377 Green Place,32-8865164,58503-053,NYSE,436215949-5,IT64 Y379 9915 318E UIVZ FRNS LKP,,Yuan Renminbi,CNY
97-094-7762,Optibase Ltd.,Arotech Corporation,Finance,NASDAQ,Movies,OBAS,$52.14M,Suite 25,26 Trailsway Place,62-3798280,65841-681,NASDAQ,585523070-8,LI22 0138 1JFU 9ZN0 LFL5 J,,Ruble,RUB
79-002-9334,RXi Pharmaceuticals Corporation,"Axon Enterprise, Inc.",Health Care,NASDAQ,Sports,RXIIW,n/a,Room 357,01 Morrow Hill,73-7398468,55910-563,NASDAQ,224156983-6,IL23 8459 5446 2827 0521 103,,Ruble,RUB
68-145-4943,Merus Labs International Inc.,Eversource Energy,Health Care,NASDAQ,Tools,MSLI,$143.17M,Suite 65,795 Schlimgen Lane,27-8950089,65250-266,NYSE,904012592-9,FR70 8263 5098 561J YESK DWO8 233,,Yuan Renminbi,CNY
58-830-3643,Cytori Therapeutics Inc,"MoSys, Inc.",Health Care,NASDAQ,Games,CYTXW,n/a,Apt 696,76 Kipling Center,22-3136203,53808-0852,NASDAQ,377165156-5,AD50 9584 7003 DYEG LFFZ PVCQ,,Yen,JPY
27-538-3914,"Armstrong Flooring, Inc.","Liberty TripAdvisor Holdings, Inc.",Consumer Non-Durables,NYSE,Books,AFI,$504.86M,PO Box 90928,05 Raven Park,05-2794511,42794-020,NASDAQ,096512562-9,GI42 MCHR A9YG REVK KGIU 4ZQ,,Real,BRL
89-685-5152,Liberty Property Trust,Canadian National Railway Company,Consumer Services,NYSE,Books,LPT,$6.25B,Suite 8,34 Lake View Lane,20-7192998,68788-9692,NYSE,771169422-9,IS46 1544 9926 7738 1774 5246 90,,Kuna,HRK
91-075-6743,"Interlink Electronics, Inc.",BlackRock Credit Allocation Income Trust,Technology,NASDAQ,Industrial,LINK,$60.66M,Suite 46,88 Miller Circle,19-6171720,63323-508,NYSE,028194446-6,SK08 2895 0879 7736 3862 3202,,Zloty,PLN
84-700-1456,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,"Bloomin' Brands, Inc.",n/a,NASDAQ,Books,GRID,$21.91M,PO Box 78686,09865 Florence Circle,05-6164422,60429-307,NASDAQ,934875038-0,BR23 2329 5020 5425 5281 7554 718O L,,Yuan Renminbi,CNY
82-391-5655,"Cohu, Inc.","Amyris, Inc.",Capital Goods,NASDAQ,Music,COHU,$474.73M,Room 1393,2 Anthes Crossing,91-0184990,57691-226,NASDAQ,858320582-5,FR54 0221 9106 35GU VEGY N6XU R37,,Ruble,RUB
19-989-8759,W.R. Berkley Corporation,AbbVie Inc.,n/a,NYSE,Garden,WRB^D,n/a,PO Box 80157,73680 Harper Center,44-0756788,49349-779,NYSE,650580909-0,DO83 XDWQ 0575 4512 0716 0294 2796,,Zloty,PLN
91-114-3532,Deere & Company,"Advanced Energy Industries, Inc.",Capital Goods,NYSE,Clothing,DE,$40.91B,Suite 52,19312 8th Parkway,37-2392579,54973-2932,NASDAQ,505141904-6,AT28 2524 2083 7442 1766,,Euro,EUR
46-098-7272,Nuveen Mortgage Opportunity Term Fund,CSI Compressco LP,n/a,NYSE,Toys,JLS,$401.18M,Suite 76,12 Donald Place,62-1092086,50436-3148,NASDAQ,477969102-8,RO95 CLVF 7YDA J5BH X4YW ABKC,,Kuna,HRK
07-909-6850,IPG Photonics Corporation,"Intersections, Inc.",Technology,NASDAQ,Grocery,IPGP,$7.53B,Suite 35,6 Judy Park,37-5149290,57520-0919,NASDAQ,370242963-8,IS29 6634 1369 7998 0944 4570 92,,Peso,PHP
64-154-2247,LSI Industries Inc.,"Bio-Path Holdings, Inc.",Consumer Durables,NASDAQ,Sports,LYTS,$230.63M,Apt 855,564 Nevada Trail,95-5379857,63481-628,NASDAQ,869599313-2,IE58 IREF 9639 9975 0118 70,,Peso,ARS
02-184-6089,Clipper Realty Inc.,"Financial Engines, Inc.",Consumer Services,NYSE,Music,CLPR,$229.43M,Room 1174,3475 Northview Circle,39-1004311,54868-4986,NASDAQ,253897318-X,TN94 9366 9879 1309 2610 9940,,Rupiah,IDR
25-212-5155,"Enzo Biochem, Inc.","Chico's FAS, Inc.",Health Care,NYSE,Kids,ENZ,$487.74M,Apt 1598,01913 Waywood Street,97-7632592,0463-6151,NYSE,665674965-8,LI39 5168 3FR9 IEN8 RVEJ A,,Yuan Renminbi,CNY
94-616-2534,Rocket Fuel Inc.,Capital One Financial Corporation,Technology,NASDAQ,Computers,FUEL,$128.18M,Room 316,86 Monica Court,76-3640023,54575-424,NYSE,303452183-9,PS80 NOIE KBNK P0MT QZBR 6O3G 5MKG K,,Rupiah,IDR
36-308-8438,"NII Holdings, Inc.",Washington Real Estate Investment Trust,Public Utilities,NASDAQ,Health,NIHD,$66.31M,PO Box 77109,1 Cottonwood Pass,40-4449679,64117-204,NYSE,133672857-4,FR48 7645 1817 00U0 GZ02 XZWG B45,,Yuan Renminbi,CNY
86-294-4325,"PNC Financial Services Group, Inc. (The)",Nuveen Virginia Quality Municipal Income Fund,n/a,NYSE,Garden,PNC^Q,n/a,PO Box 61400,829 Beilfuss Hill,56-4251680,0781-5371,NYSE,876638846-5,EE56 3064 8987 3069 8039,,Euro,EUR
34-544-3244,Rayonier Inc.,Concord Medical Services Holdings Limited,Consumer Services,NYSE,Movies,RYN,$3.71B,Suite 58,25 Stone Corner Plaza,09-5509526,0268-1379,NYSE,809236320-X,MU75 GUDU 3635 8260 0776 0545 742N ES,,Peso,PHP
09-113-9452,"Build-A-Bear Workshop, Inc.","Hertz Global Holdings, Inc",Consumer Services,NYSE,Garden,BBW,$172.02M,12th Floor,713 Dakota Terrace,63-3256532,54868-6097,NYSE,136490791-7,MK04 648D 9QZ6 4XVZ 759,,Real,BRL
30-510-7083,Ultralife Corporation,"Tivity Health, Inc.",Miscellaneous,NASDAQ,Games,ULBI,$102.3M,PO Box 34488,44 Bluestem Crossing,08-9425306,44087-1005,NASDAQ,060054750-7,TN46 0727 6372 8457 6346 3915,,Peso,PHP
38-635-3203,Eaton Vance Senior Floating-Rate Fund,"Gulf Resources, Inc.",n/a,NYSE,Baby,EFR,$548.94M,Apt 1027,36671 Bashford Pass,18-0387503,0591-2044,NASDAQ,198127335-2,IS69 5105 3309 6067 2143 6352 02,,Peso,PHP
96-645-2038,iPath US Treasury 10-year Bear ETN,United States Cellular Corporation,Finance,NASDAQ,Computers,DTYS,$44.61M,PO Box 28576,23 Forest Drive,72-0205882,14783-273,NYSE,052442084-X,AE04 3824 6044 8594 7118 921,,Yuan Renminbi,CNY
92-679-8243,"MAM Software Group, Inc.",Atlantic Power Corporation,Technology,NASDAQ,Home,MAMS,$75.46M,PO Box 55018,71 Mayer Terrace,27-1377519,0228-2983,NYSE,390154596-4,FR37 2654 0573 373D UV6Z B5IM F53,,Tugrik,MNT
75-370-7704,Public Storage,Nuveen North Carolina Quality Municipal Income Fd,Consumer Services,NYSE,Jewelry,PSA^F,n/a,PO Box 90153,07 Acker Crossing,87-4372879,0078-0467,NYSE,519326385-2,IL72 0723 0855 8552 6084 136,,Zloty,PLN
10-770-2060,Microbot Medical Inc. ,At Home Group Inc.,Health Care,NASDAQ,Books,MBOT,$54.29M,Suite 43,1776 Lyons Hill,88-4317457,0135-0070,NYSE,729404313-2,SA69 361K TWFD A7YT EWFS TWU9,,Peso,COP
39-655-3415,Embotelladora Andina S.A.,Liberty Interactive Corporation,n/a,NYSE,Home,AKO.A,n/a,Apt 1183,259 1st Pass,02-1963108,37205-196,NASDAQ,037936728-9,CH94 8252 5PI5 JM3Y 2K97 K,,Euro,EUR
97-124-9088,Coty Inc.,"Stage Stores, Inc.",Consumer Non-Durables,NYSE,Jewelry,COTY,$14.24B,Room 564,720 Cody Hill,36-4978769,48951-4093,NYSE,574349090-2,GB29 TCDR 8990 2462 6725 42,,Boliviano,BOB
44-702-3824,Harmony Merger Corp.,"Leggett & Platt, Incorporated",Public Utilities,NASDAQ,Sports,HRMN,$149.83M,9th Floor,36550 Reindahl Circle,11-4423124,24979-514,NYSE,781951657-7,RO80 MZZT N5AF 7XPA LRBU ITG7,,Dinar,TND
07-714-7527,Stryker Corporation,Qwest Corporation,Health Care,NYSE,Tools,SYK,$53.16B,Suite 55,311 North Road,07-4368677,0054-0224,NYSE,004034915-2,VG98 YGVO 1240 9680 6409 1514,,Yen,JPY
59-097-0807,"Western Gas Partners, LP","Choice Hotels International, Inc.",Public Utilities,NYSE,Outdoors,WES,$8.39B,18th Floor,433 Arapahoe Place,54-0999164,52125-071,NYSE,267751059-6,FR14 3829 1253 57TH RY1Z JBFJ K89,,Ruble,RUB
85-327-1179,"Ebix, Inc.","Inventure Foods, Inc.",Technology,NASDAQ,Garden,EBIX,$1.73B,1st Floor,229 Nancy Court,47-1600623,0069-0043,NASDAQ,722972836-3,SE60 3534 8295 6712 3751 1550,,Rupiah,IDR
64-080-9218,"Haynes International, Inc.","Pieris Pharmaceuticals, Inc.",Capital Goods,NASDAQ,Clothing,HAYN,$443.65M,Suite 6,63036 Mendota Park,32-1347065,24236-679,NASDAQ,582725130-5,MU30 LZCP 4254 9823 9415 7711 775M DJ,,Dinar,JOD
70-655-4849,"Kelly Services, Inc.",Performance Food Group Company,Technology,NASDAQ,Music,KELYA,$848.46M,Apt 227,68207 Old Gate Center,82-6514956,51009-119,NYSE,870415987-X,FO20 2553 3851 7066 91,,Euro,EUR
38-698-3684,Deutsche Bank AG,"CenterPoint Energy, Inc.",Finance,NYSE,Games,DTK,n/a,Suite 8,0 Butterfield Crossing,03-1714745,41163-140,NYSE,767689394-1,HU69 0614 8604 8291 6889 7866 2476,,Yuan Renminbi,CNY
23-539-0684,Flaherty & Crumrine Total Return Fund Inc,"Advanced Emissions Solutions, Inc.",n/a,NYSE,Home,FLC,$220.5M,Suite 62,6 Dayton Point,02-8105824,51150-409,NASDAQ,490325258-2,FR24 5849 8748 84A2 CMM8 BW1B 097,,Yuan Renminbi,CNY
59-681-6768,HealthSouth Corporation,"tronc, Inc.",Health Care,NYSE,Kids,HLS,$4.24B,Suite 92,6 Portage Lane,61-8519529,36987-3264,NASDAQ,068004649-6,RO87 IXWU QS8H MUAF M8V6 4FDV,,Real,BRL
59-575-3273,American River Bankshares,Digi International Inc.,Finance,NASDAQ,Automotive,AMRB,$92.25M,Suite 75,51 Fieldstone Circle,67-9799472,63629-4173,NASDAQ,023429848-0,CY42 3279 7540 DBTH 2MTS P7R9 JCLA,,Koruna,CZK
29-530-6777,Leaf Group Ltd.,"CHF Solutions, Inc.",Technology,NYSE,Home,LFGR,$162.87M,Apt 161,235 John Wall Lane,24-3857503,54868-6082,NASDAQ,006745637-5,HR48 4141 4352 0977 3041 5,,Taka,BDT
18-086-9043,"Tesla, Inc. ","Northwest Bancshares, Inc.",Capital Goods,NASDAQ,Health,TSLA,$61.01B,PO Box 60666,90 Cordelia Hill,66-9138343,50242-075,NASDAQ,474117669-X,IE63 QOAO 4500 4678 1467 83,,Som,UZS
68-907-0801,Moody's Corporation,"Cellular Biomedicine Group, Inc.",Finance,NYSE,Shoes,MCO,$23.39B,8th Floor,112 Butternut Junction,16-1893789,0462-0434,NASDAQ,373242232-1,RS70 9859 8856 6067 1134 16,,Peso,PHP
58-965-3511,Mercer International Inc.,"GTY Technology Holdings, Inc.",Basic Industries,NASDAQ,Health,MERC,$769.94M,PO Box 24251,83 Graedel Road,38-6677997,59365-6065,NASDAQ,684740029-3,SK04 9524 8586 2225 4834 8707,,Rupiah,IDR
04-831-2082,"NAPCO Security Technologies, Inc.",EPR Properties,Consumer Durables,NASDAQ,Shoes,NSSC,$175.26M,Suite 84,29 Green Point,71-5809380,14783-102,NYSE,533556253-6,ME52 7287 4448 6935 8173 37,,Rand,ZAR
98-413-9331,"Bellerophon Therapeutics, Inc.",Emerge Energy Services LP,Health Care,NASDAQ,Health,BLPH,$43.74M,Room 1049,6210 Mandrake Avenue,21-1779104,13537-169,NYSE,109869386-8,SI60 9959 0486 7016 314,,Pound,SYP
48-098-4290,"Colony NorthStar, Inc.",Terreno Realty Corporation,Consumer Services,NYSE,Garden,CLNS,$7.93B,PO Box 66914,4 Dovetail Parkway,69-3121135,0186-1988,NYSE,592610789-X,DE87 7464 2124 7928 8099 07,,Yuan Renminbi,CNY
80-863-7878,"Chuy's Holdings, Inc.",CTS Corporation,Consumer Services,NASDAQ,Health,CHUY,$414.14M,Suite 63,34 Surrey Alley,22-6529349,53808-0272,NYSE,312447729-4,LV58 UAYX BKBW MSI5 V7MG W,,Peso,PHP
23-369-6941,United Community Bancorp,SMTC Corporation,Finance,NASDAQ,Garden,UCBA,$79.88M,Suite 53,058 Utah Court,50-2535642,55315-127,NASDAQ,624478853-2,LB47 8495 EWQO C2I3 VK9I BPIW 5DMV,,Yen,JPY
01-943-4534,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,Medovex Corp.,n/a,NASDAQ,Kids,USLB,$158.81M,PO Box 51916,39 Sutteridge Court,68-4412497,76245-218,NASDAQ,462074059-4,DE98 4990 3384 5774 6443 09,,Dong,VND
82-718-6207,Global Indemnity Limited,"Marchex, Inc.",Finance,NASDAQ,Beauty,GBLIL,n/a,17th Floor,3 Karstens Center,55-5477049,56062-306,NASDAQ,642966927-0,CH25 8556 4HJS CAPQ QEHA S,,Yuan Renminbi,CNY
68-795-3485,"Texas Capital Bancshares, Inc.","MMA Capital Management, LLC",Finance,NASDAQ,Outdoors,TCBI,$3.85B,Suite 16,891 Lyons Park,69-3744432,55045-3198,NASDAQ,114855410-6,SE95 7376 8288 6776 5684 5489,,Yuan Renminbi,CNY
