Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code 
,,0,10-778-7375,"Town Sports International Holdings, Inc.",Endeavour Silver Corporation,Consumer Services,NASDAQ,Toys,CLUB,$104.11M,15th Floor,76 Sheridan Park,32-7193112,52815-121,NYSE,329235224-X,AZ69 AUBK OB1C JVDB DR7O VBG3 ROGZ,,Hryvnia,UAH
,,0,10-788-6310,"Cyclacel Pharmaceuticals, Inc.",PowerShares Water Resources Portfolio,Health Care,NASDAQ,Jewelry,CYCCP,$1.95M,Room 148,98471 Heath Road,83-0815231,49035-005,NASDAQ,541634317-6,FR71 9441 1594 17TL HB71 QNJU Y35,,Rupiah,IDR
99,0.23767544,0,10-828-1857,8x8 Inc,Foresight Autonomous Holdings Ltd.,Public Utilities,NASDAQ,Automotive,EGHT,$1.35B,PO Box 88592,6874 Vera Court,46-1719537,49527-734,NASDAQ,258699984-3,GL02 1434 6631 1858 78,,Euro,EUR
5,0.9021447,0,10-857-9265,Universal Display Corporation,Universal Display Corporation,Capital Goods,NASDAQ,Garden,OLED,$5.5B,Suite 78,1096 Brentwood Court,43-1281580,NASDAQ,,,68196-803,,Zloty,PLN
,,0,10-860-7644,J P Morgan Chase & Co,"Zillow Group, Inc.",Finance,NYSE,Music,JPM,$306.18B,Apt 1321,532 Sachs Junction,54-3069097,66887-003,NASDAQ,818804341-9,GT58 EDWW 85A5 M7L0 GJUA 8EIV QPNT,,Zloty,PLN
,,0,10-862-5623,Western Asset Mortgage Capital Corporation,"Foundation Building Materials, Inc.",Consumer Services,NYSE,Outdoors,WMC,$442.25M,Apt 1775,23144 Forest Pass,49-9786795,0069-5800,NYSE,092055996-4,GL43 3288 0945 7949 93,,Rupiah,IDR
,,0,10-868-2649,Resource Capital Corp.,iShares 20+ Year Treasury Bond ETF,n/a,NYSE,Electronics,RSO^C,n/a,13th Floor,8 Dahle Circle,84-4527376,60505-3285,NASDAQ,131318620-1,IT87 U472 3965 3235 FTZE C1OF EAH,,Hryvnia,UAH
,,0,10-875-4555,"SenesTech, Inc.","FlexShopper, Inc.",Basic Industries,NASDAQ,Computers,SNES,$63.24M,Room 1851,23744 Buhler Drive,48-7729562,0085-4356,NASDAQ,129313181-4,AT59 0435 1723 0864 3803,,Rupiah,IDR
,,0,10-892-0436,"Blackrock MuniHoldings Fund, Inc.",Semgroup Corporation,n/a,NYSE,Kids,MHD,$243.6M,10th Floor,183 Center Trail,89-0354923,52125-481,NYSE,186379985-0,IL03 2453 5332 4556 5711 980,,Ruble,RUB
,,0,10-913-3087,Mechel PAO,"Wayside Technology Group, Inc.",Basic Industries,NYSE,Industrial,MTL,$884.58M,PO Box 80979,665 Florence Trail,50-5918648,66758-130,NASDAQ,492938347-1,FR58 4095 6933 828E BSGU RTDD Y45,,Tugrik,MNT
,,0,10-951-6313,"Banc of California, Inc.",Luminex Corporation,n/a,NYSE,Movies,BANC^C,n/a,Suite 33,32 Carberry Parkway,34-4094489,59667-0107,NASDAQ,292789722-0,ME34 4483 6463 2758 5425 56,,Rupiah,IDR
,,0,10-959-9113,Wabash National Corporation,CafePress Inc.,Capital Goods,NYSE,Outdoors,WNC,$1.26B,PO Box 26111,57 Bluejay Park,14-7497729,49884-308,NASDAQ,603928500-1,FR39 6110 1340 02FQ CS5B XF4R G33,,Guarani,PYG
40,0.41322866,0,10-960-0137,"Banco Santander, S.A.",Canterbury Park Holding Corporation,n/a,NYSE,Jewelry,SAN^I,n/a,Apt 19,678 Sutteridge Trail,60-0421667,76420-735,NASDAQ,067849931-4,RO15 NAHK RM8X RRPD YNEG 7HCW,,Yuan Renminbi,CNY
,,0,10-984-0109,"HomeStreet, Inc.",StoneMor Partners L.P.,Finance,NASDAQ,Automotive,HMST,$806.79M,Suite 67,50908 Elmside Plaza,07-8649033,52125-672,NYSE,074774165-4,FR29 0435 0561 09JR LHKV PGTN X79,,Peso,UYU
,,0,10-996-1368,Flushing Financial Corporation,"ING Group, N.V.",Finance,NASDAQ,Beauty,FFIC,$826.02M,PO Box 36274,4729 Pennsylvania Way,05-0878457,60512-6030,NYSE,833783954-6,LU94 073Z HYZR PHGU ZYMA,,Yuan Renminbi,CNY
,,0,11-004-1818,"American Assets Trust, Inc.","Trupanion, Inc.",Consumer Services,NYSE,Grocery,AAT,$1.89B,PO Box 7979,08965 Bunker Hill Place,48-4035893,55154-9403,NASDAQ,113485204-5,FR53 4939 0045 25Q4 XFYB CBNC N32,,Rupiah,IDR
73,0.28901967,0,11-045-3847,"PS Business Parks, Inc.","CBL & Associates Properties, Inc.",n/a,NYSE,Beauty,PSB^V,n/a,Room 1950,38 Bellgrove Parkway,27-8752830,36987-3143,NYSE,836626244-8,EE45 7266 9926 7791 3851,,Rupiah,IDR
,,0,11-048-2952,Allegion plc,Gabelli Multi-Media Trust Inc. (The),Consumer Services,NYSE,Books,ALLE,$7.77B,12th Floor,6 Orin Point,40-1030613,52731-7027,NYSE,618415321-8,EE87 0783 7862 4643 1871,,Rupiah,IDR
,,0,11-134-9390,"MaxPoint Interactive, Inc.",Apollo Commercial Real Estate Finance,Consumer Services,NASDAQ,Shoes,MXPT,$48.3M,15th Floor,20 Forster Junction,06-7875064,64141-005,NYSE,060130182-X,AE02 7119 3627 6355 7126 644,,Krona,SEK
139,0.14701532,0,11-136-4880,Public Storage,Shore Bancshares Inc,n/a,NYSE,Grocery,PSA^W,n/a,Suite 99,9673 Washington Trail,90-9612304,0904-3003,NASDAQ,195619136-4,MK68 290C L2CR XHAP D74,,Peso,PHP
,,0,11-146-4560,iShares MSCI Europe Financials Sector Index Fund,"National Oilwell Varco, Inc.",n/a,NASDAQ,Outdoors,EUFN,$1.15B,Apt 1150,001 Kingsford Trail,21-0042222,10096-0226,NYSE,896481213-1,CR59 7251 0004 8382 3524 6,,Shilling,KES
,,0,11-148-0565,Wix.com Ltd.,"ModusLink Global Solutions, Inc",Technology,NASDAQ,Jewelry,WIX,$3.11B,17th Floor,4 Eagle Crest Trail,24-3431277,68712-042,NASDAQ,286020638-8,GR81 7351 8744 0C4Z ELXK YA9W NHQ,,Yuan Renminbi,CNY
,,0,11-177-9358,Generac Holdlings Inc.,WisdomTree Emerging Markets Corporate Bond Fund,Consumer Durables,NYSE,Beauty,GNRC,$2.24B,1st Floor,8 Valley Edge Place,12-5045169,68084-537,NASDAQ,180584552-7,PK91 LVFC N01H DBIH NYKR F2B8,,Yuan Renminbi,CNY
,,0,11-182-4450,Nuveen Build America Bond Fund,Kite Realty Group Trust,n/a,NYSE,Toys,NBB,$555.7M,Room 1355,0 Del Mar Parkway,58-0740405,0113-0817,NYSE,404730206-6,NO02 4446 5439 719,,Real,BRL
,,0,11-185-6868,CNA Financial Corporation,"Beasley Broadcast Group, Inc.",Finance,NYSE,Automotive,CNA,$13.17B,Room 493,9255 Vahlen Street,47-9755450,0409-5092,NASDAQ,782322141-1,AT13 3286 7336 5066 1856,,Rial,IRR
,,0,11-200-6848,Eaton Vance Tax-Managed Diversified Equity Income Fund,Putnam Premier Income Trust,n/a,NYSE,Automotive,ETY,$1.73B,Apt 1480,412 Upham Circle,21-3062537,68382-201,NYSE,146214961-8,HU32 7045 1871 5950 7536 9982 1380,,Dollar,CAD
,,0,11-205-1469,"Net 1 UEPS Technologies, Inc.",Axar Acquisition Corp.,Finance,NASDAQ,Shoes,UEPS,$556.9M,Room 988,7 Dayton Trail,91-1764395,41250-217,NASDAQ,504387311-6,VG29 QTPK 4327 2772 3427 4242,,Krone,NOK
,,0,11-232-1493,Accuray Incorporated,First Community Corporation,Health Care,NASDAQ,Health,ARAY,$361.05M,Room 490,8 Lotheville Trail,55-6624727,56062-516,NASDAQ,258189664-7,BG59 AKJA 0277 984J Q1YS DQ,,Hryvnia,UAH
,,0,11-255-2613,General Electric Capital Corporation,"MoSys, Inc.",Energy,NYSE,Health,GEK,n/a,5th Floor,52 Fordem Parkway,90-4496144,53746-102,NASDAQ,698747364-1,MK56 198R HR5H IPM0 B21,,Euro,EUR
,,0,11-263-2750,"New York Mortgage Trust, Inc.",Check-Cap Ltd.,Consumer Services,NASDAQ,Toys,NYMTO,n/a,Suite 20,1396 Fair Oaks Pass,51-7351996,65044-5128,NASDAQ,159362403-4,PL02 9905 1621 8406 3393 4579 9682,,Zloty,PLN
,,0,11-283-4324,Vanda Pharmaceuticals Inc.,Ovid Therapeutics Inc.,Health Care,NASDAQ,Clothing,VNDA,$612.59M,Apt 1943,6 Manley Center,92-9532815,51655-102,NASDAQ,697628546-6,CR68 9244 0550 1200 8388 8,,Peso,PHP
,,0,11-314-3397,"Zendesk, Inc.",Grupo Financiero Santander Mexico S.A. B. de C.V.,Technology,NYSE,Health,ZEN,$2.69B,Apt 1621,82 Pennsylvania Hill,76-8903121,59137-550,NYSE,451711006-0,TR45 4134 1KUQ HZWE 48GX MRKX QK,,Yuan Renminbi,CNY
,,0,11-329-2230,"Brocade Communications Systems, Inc.",RAIT Financial Trust,Technology,NASDAQ,Baby,BRCD,$5.18B,Suite 35,24 Dryden Pass,46-6387775,59779-192,NYSE,130471935-9,FR61 6067 8193 0418 5JEY P9IN Z51,,Peso,ARS
,,0,11-336-0393,"Asia Pacific Fund, Inc. (The)",Pebblebrook Hotel Trust,n/a,NYSE,Baby,APB,$130.23M,7th Floor,10316 Sunfield Park,27-5003757,54868-5711,NYSE,187975231-X,FR69 0263 6601 12FS PZQ0 QSAW L39,,Peso,ARS
,,0,11-349-8531,"Flexsteel Industries, Inc.",El Paso Corporation,Consumer Durables,NASDAQ,Computers,FLXS,$413.03M,7th Floor,94673 Thompson Court,63-1707975,11527-162,NYSE,174172253-5,ME37 8954 0287 6043 6587 60,,Yuan Renminbi,CNY
,,0,11-374-1428,"Adams Diversified Equity Fund, Inc.","Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,NYSE,Tools,ADX,$1.42B,PO Box 91198,53 Doe Crossing Place,45-0629340,43063-372,NYSE,152610856-9,IT77 U367 2941 863K OEJ7 QZ5Y QMM,,Ruble,BYR
,,0,11-383-6405,Huntsman Corporation,Invesco Bond Fund,Basic Industries,NYSE,Kids,HUN,$6.06B,Room 1071,58 Sommers Alley,67-0134542,28595-804,NYSE,908100616-9,AL09 6553 1240 67RB IHHJ 7T93 VABH,,Dinar,LYD
,,0,11-402-6236,"CapStar Financial Holdings, Inc.","Upland Software, Inc.",Finance,NASDAQ,Outdoors,CSTR,$196.97M,Suite 28,286 Twin Pines Plaza,74-3056487,59623-008,NASDAQ,956568878-0,FR79 0857 5453 29TH CVCR SVBA J15,,Pound,GBP
,,0,11-434-3163,"American Eagle Outfitters, Inc.",SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Consumer Services,NYSE,Toys,AEO,$2.05B,Room 163,02 Buell Avenue,79-5593041,76218-1828,NYSE,524931770-7,MC58 9674 4907 70BT LEFQ 0IME W44,,Ruble,RUB
,,0,11-439-2668,OHA Investment Corporation,"Catalyst Biosciences, Inc. ",n/a,NASDAQ,Movies,OHAI,$24.59M,15th Floor,6 Bellgrove Trail,80-0553993,41167-3318,NASDAQ,771125924-7,PL03 8982 3516 5958 1726 3152 2358,,Dollar,CAD
,,0,11-447-5724,Coca-Cola Bottling Co. Consolidated,Permian Basin Royalty Trust,Consumer Non-Durables,NASDAQ,Books,COKE,$2.19B,3rd Floor,66 Del Sol Alley,29-2061031,65601-782,NYSE,498855624-7,PK51 HLGX I5FB 1XWC 4MOR VJT5,,Yen,JPY
,,0,11-477-3627,"Republic First Bancorp, Inc.","Carbonite, Inc.",Finance,NASDAQ,Jewelry,FRBK,$555.38M,Suite 96,7 Kingsford Way,96-1960645,55154-6668,NASDAQ,333993535-1,DK98 8145 6218 0640 09,,Dinar,RSD
84,0.2593092,0,11-485-0849,"Provident Financial Holdings, Inc.",Cheetah Mobile Inc.,Finance,NASDAQ,Home,PROV,$154.12M,Apt 1609,259 Namekagon Center,51-9139253,55312-884,NYSE,805173280-4,FR05 6635 4304 24XT 0LU7 TLFG X45,,Ariary,MGA
,,0,11-492-7876,Deluxe Corporation,Autobytel Inc.,Consumer Durables,NYSE,Baby,DLX,$3.46B,Suite 12,13 East Lane,24-2560754,42582-200,NASDAQ,235094981-8,SA36 24FT X1JP PNEJ U6ZI F4X7,,Ruble,RUB
,,0,11-509-6250,Coca-Cola Company (The),"Just Energy Group, Inc.",Consumer Non-Durables,NYSE,Tools,KO,$193.59B,PO Box 61349,77144 Pepper Wood Place,65-2520709,0093-5172,NYSE,132183339-3,FR18 7550 7461 95WO JGUS RMUC 577,,Yuan Renminbi,CNY
154,0.12886587,0,11-538-8786,"CryoPort, Inc.",Central Valley Community Bancorp,Transportation,NASDAQ,Grocery,CYRXW,n/a,Room 1213,02 Evergreen Hill,69-3436095,49825-128,NASDAQ,334319503-0,ME69 3397 4558 9240 7844 68,,Shekel,ILS
,,0,11-544-5899,Dover Corporation,"Sprott Focus Trust, Inc.",Technology,NYSE,Health,DOV,$12.91B,Suite 43,60290 Lake View Court,86-9728431,14783-450,NASDAQ,469821662-1,FR44 4613 7690 91ES EZRF FJBA C43,,Real,BRL
,,0,11-555-1121,"Synopsys, Inc.",Principal Real Estate Income Fund,Technology,NASDAQ,Garden,SNPS,$11.09B,Suite 24,2846 Forest Center,68-1740336,65162-649,NYSE,024096324-5,PS37 WCUP NIJC DP0Z EIZP QXXQ QLZX P,,Zloty,PLN
,,0,11-556-1129,Buenaventura Mining Company Inc.,"WideOpenWest, Inc.",Basic Industries,NYSE,Books,BVN,$2.85B,Room 1317,05264 Evergreen Park,58-7990595,68645-458,NYSE,429141327-0,GI51 YZMB US9P ZCAL TJ54 7SL,,Peso,CUP
,,0,11-559-1331,Xcel Energy Inc.,"TechTarget, Inc.",Public Utilities,NYSE,Kids,XEL,$24.27B,Room 1340,7032 Bunting Plaza,77-6944365,12258-223,NASDAQ,046261816-1,GI34 ZIIC EVKV TKSJ 4P5D FQD,,Dinar,JOD
,,0,11-594-9750,"PGT Innovations, Inc.",ChinaCache International Holdings Ltd.,Capital Goods,NYSE,Books,PGTI,$610.36M,Suite 15,06 Union Junction,03-6116010,65044-3429,NASDAQ,817521443-0,GE37 NH21 1809 7912 0792 71,,Euro,EUR
67,0.30894628,0,11-602-8873,"Safe Bulkers, Inc",Bank of America Corporation,Transportation,NYSE,Computers,SB,$236.5M,Suite 25,48 Thompson Alley,02-0006205,68788-9196,NYSE,054831932-4,FR11 9329 6124 95RQ 2T1Z JQOU L78,,Ariary,MGA
,,0,11-603-5453,BB&T Corporation,Federal Realty Investment Trust,n/a,NYSE,Computers,BBT^D,n/a,Suite 74,73010 Luster Park,79-3644263,0781-3173,NYSE,428237326-1,SA26 77JA 4UVL MBQO JVBX AU4Q,,Krone,DKK
,,0,11-622-8118,"MyoKardia, Inc.",Qwest Corporation,Health Care,NASDAQ,Home,MYOK,$445.1M,Apt 1605,313 Homewood Terrace,64-0923958,57627-134,NYSE,414810286-0,FR06 4037 9675 75QB FT45 LCGH O75,,Ruble,RUB
,,0,11-623-9182,"Sonic Automotive, Inc.","Gibraltar Industries, Inc.",Consumer Durables,NYSE,Shoes,SAH,$807.59M,Apt 1120,2 Sugar Road,19-6377101,43063-507,NASDAQ,316627072-8,FR73 2622 2570 565O VDXG YGZA C36,,Zloty,PLN
,,0,11-648-3126,Alphabet Inc.,"Seattle Genetics, Inc.",Technology,NASDAQ,Music,GOOG,$650.09B,15th Floor,4 Ludington Drive,14-5027570,0338-0125,NASDAQ,101212050-3,FR40 9083 4980 40UC RYBJ KJBL 339,,Euro,EUR
,,0,11-701-7372,Cohen & Steers Reit and Preferred Income Fund Inc,Chesapeake Energy Corporation,n/a,NYSE,Tools,RNP,$998.43M,Suite 4,07 Sutherland Hill,27-9688671,68083-111,NYSE,724292707-2,LV05 GVZC 0TOW 4GD6 MTZP B,,Euro,EUR
,,0,11-727-2042,"SilverSun Technologies, Inc.",JMP Group LLC,Miscellaneous,NASDAQ,Industrial,SSNT,$16.12M,3rd Floor,5 6th Terrace,65-8631963,59371-6500,NYSE,038012290-1,PL27 8647 1164 1961 7652 4618 0590,,Dollar,CAD
,,0,11-739-5049,Great Plains Energy Inc,"Otonomy, Inc.",Public Utilities,NYSE,Computers,GXP,$6.45B,Room 1401,36705 Delaware Circle,97-8333440,68084-430,NASDAQ,392544468-8,AE14 2032 6957 5265 3420 477,,Dollar,USD
,,0,11-757-6537,"Lands' End, Inc.",Eastern Company (The),Consumer Services,NASDAQ,Computers,LE,$520.48M,Room 1231,69 Old Gate Street,02-0070597,15127-715,NASDAQ,520369913-5,DK16 2309 5429 8052 75,,Yuan Renminbi,CNY
,,0,11-815-8609,"Taubman Centers, Inc.",MDC Partners Inc.,Consumer Services,NYSE,Kids,TCO,$3.51B,Room 624,3 Loeprich Street,33-4456797,0280-1125,NASDAQ,737570977-7,BE89 9669 1543 9916,,Peso,PHP
,,0,11-819-1403,SandRidge Mississippian Trust I,Acacia Research Corporation,Energy,NYSE,Tools,SDT,$39.48M,Room 151,110 Beilfuss Street,21-3253452,68788-9691,NASDAQ,182446894-6,IE09 BVOG 2528 3803 8100 72,,Afghani,AFN
,,0,11-823-5359,Exact Sciences Corporation,"Gildan Activewear, Inc.",Health Care,NASDAQ,Baby,EXAS,$3.59B,Apt 1827,7 Melrose Center,01-5649088,11822-0091,NYSE,335231838-7,MR41 1402 3491 2267 0505 5702 051,,Zloty,PLN
,,0,11-839-9771,"East West Bancorp, Inc.",OCI Partners LP,Finance,NASDAQ,Health,EWBC,$8.55B,Room 1586,7 Hudson Parkway,61-8990354,0268-6678,NYSE,645042064-2,DK78 1254 5349 6966 06,,Peso,PHP
,,0,11-863-8263,Daily Journal Corp. (S.C.),Marine Products Corporation,Consumer Services,NASDAQ,Books,DJCO,$295.19M,PO Box 23379,296 Donald Court,62-7713658,54569-0126,NYSE,465166714-7,AE14 0286 4359 6565 9757 716,,Euro,EUR
,,0,11-903-7697,Telefonica Brasil S.A.,Colonial Intermediate High Income Fund,Public Utilities,NYSE,Jewelry,VIV,$23.59B,6th Floor,0779 Glendale Pass,41-8525191,59779-408,NYSE,392153073-3,HU94 4300 0359 0597 1025 8754 7975,,Yuan Renminbi,CNY
52,0.36531976,0,11-906-3252,Check-Cap Ltd.,Banner Corporation,Health Care,NASDAQ,Kids,CHEK,$29.39M,Suite 9,6 Melrose Hill,10-2269406,62756-368,NASDAQ,787510776-8,KZ31 833Y S8OY SKQ9 HVS5,,Yen,JPY
,,0,11-919-0145,"BCE, Inc.",BB&T Corporation,Public Utilities,NYSE,Kids,BCE,$40.47B,PO Box 31339,0988 Porter Crossing,88-9047849,66116-444,NYSE,957807640-1,IS40 7204 2818 8341 1525 7402 60,,Zloty,PLN
,,0,11-938-7518,QAD Inc.,Penn Virginia Corporation,Technology,NASDAQ,Automotive,QADB,$498.57M,Room 886,7449 Gale Court,80-6703774,54868-6133,NASDAQ,589840386-8,EE36 7570 6912 7459 2941,,Real,BRL
,,0,11-947-3358,OMNOVA Solutions Inc.,"PROS Holdings, Inc.",Basic Industries,NYSE,Beauty,OMN,$393.18M,PO Box 44572,3 Bultman Hill,39-0372180,11344-544,NYSE,741442152-X,DK50 2980 0095 6562 30,,Shilling,UGX
,,0,11-960-6981,"Global Brass and Copper Holdings, Inc.",American Homes 4 Rent,Capital Goods,NYSE,Computers,BRSS,$675.15M,PO Box 88349,326 Barby Point,63-3336855,0115-4233,NYSE,768350809-8,EE70 6361 1336 5113 1758,,Zloty,PLN
21,0.61245596,0,11-973-0825,Ritchie Bros. Auctioneers Incorporated,"Firsthand Technology Value Fund, Inc.",Miscellaneous,NYSE,Health,RBA,$3.17B,Room 961,2 Bay Crossing,31-1482107,59779-830,NASDAQ,396176972-9,ME32 8265 9124 0782 8346 93,,Ringgit,MYR
,,0,11-982-6281,Pegasystems Inc.,Future FinTech Group Inc.,Technology,NASDAQ,Health,PEGA,$4.6B,Room 694,148 Mcbride Center,46-6944363,10019-648,NASDAQ,195219961-1,ES92 1019 3043 3689 7696 7828,,Euro,EUR
,,0,11-992-1635,THL Credit Senior Loan Fund,The Community Financial Corporation,n/a,NYSE,Beauty,TSLF,$133.17M,Apt 30,6302 Pankratz Drive,38-3319998,55289-858,NASDAQ,851407010-X,KW65 RDPO MGKE PPEQ CBYE SWIV NXRM HT,,Rufiyaa,MVR
,,0,11-998-0021,Eagle Bulk Shipping Inc.,Legacy Reserves LP,Transportation,NASDAQ,Books,EGLE,$332.73M,Apt 1451,844 Buena Vista Alley,36-5605807,63629-3312,NASDAQ,635578758-5,FR96 1901 8473 18CT PPAG MHIQ V43,,Yuan Renminbi,CNY
,,0,12-012-0812,Semgroup Corporation,Carolina Financial Corporation,Energy,NYSE,Computers,SEMG,$1.68B,Suite 68,068 Briar Crest Parkway,39-4469547,53033-005,NASDAQ,026549539-3,ES67 1177 6145 5265 5915 9951,,Euro,EUR
,,0,12-029-2225,"Alico, Inc.",First Trust Multi Cap Value AlphaDEX Fund,Consumer Non-Durables,NASDAQ,Outdoors,ALCO,$261.12M,12th Floor,14280 Moland Point,62-8251054,54868-4474,NASDAQ,549511178-8,IT22 G783 3675 916Y 4DME 7YB6 CSF,,Sol,PEN
,,0,12-051-6677,"RTI Surgical, Inc.",MagnaChip Semiconductor Corporation,Health Care,NASDAQ,Tools,RTIX,$310.35M,Suite 59,22 Dixon Street,60-3575608,42291-713,NYSE,619391515-X,BG71 DQPZ 7308 61PG HVRS 4V,,Yuan Renminbi,CNY
,,0,12-063-6635,ESSA Pharma Inc.,Federated Premier Intermediate Municipal Income Fund,Health Care,NASDAQ,Toys,EPIX,$19.79M,Apt 223,6 Scott Park,19-7114860,57520-0932,NYSE,451747197-7,HR32 6286 9768 7070 0234 1,,Dollar,CAD
,,0,12-064-7393,Urstadt Biddle Properties Inc.,"Ocular Therapeutix, Inc.",Consumer Services,NYSE,Outdoors,UBA,$788.64M,Room 1529,970 Harper Way,09-0406840,68084-054,NASDAQ,397215946-3,ES21 8806 9010 1333 5922 4057,,Rupiah,IDR
,,0,12-153-0404,Function(x) Inc.,Kronos Worldwide Inc,Technology,NASDAQ,Grocery,FNCX,$14.24M,Room 1713,95 Erie Plaza,80-6447675,11523-0771,NYSE,023367807-7,TR67 2833 71BE T2CS GVG1 RJQC V8,,Peso,PHP
,,0,12-180-3030,Fifth Third Bancorp,iStar Financial Inc.,Finance,NASDAQ,Automotive,FITBI,$535.68M,6th Floor,3420 Truax Trail,83-2291925,21695-527,NYSE,482064661-3,FR76 1919 1619 25ZT 9W7W TBJJ 052,,Baht,THB
,,0,12-182-0583,"Celldex Therapeutics, Inc.","Instructure, Inc.",Health Care,NASDAQ,Jewelry,CLDX,$290.24M,PO Box 9524,24 Hooker Way,24-9838415,51079-077,NYSE,477260536-3,IL98 4230 3034 7371 6027 412,,Zloty,PLN
,,0,12-194-3784,NXP Semiconductors N.V.,"Goldman Sachs Group, Inc. (The)",Technology,NASDAQ,Home,NXPI,$36.76B,Suite 22,679 Maple Wood Drive,49-0554227,36987-1801,NYSE,174163570-5,BR21 5517 3004 2480 6692 2136 920Q E,,Peso,PHP
,,0,12-227-8161,"Neustar, Inc.",Ryanair Holdings plc,Consumer Services,NYSE,Outdoors,NSR,$1.87B,PO Box 95101,976 Dwight Pass,73-0117781,0228-1116,NASDAQ,571266682-0,BE61 0107 9629 0673,,Peso,MXN
20,0.63472635,0,12-239-3814,"T2 Biosystems, Inc.",LHC Group,Health Care,NASDAQ,Kids,TTOO,$106.47M,12th Floor,65029 Bellgrove Hill,95-6520863,35356-651,NASDAQ,490365257-2,AL45 1040 9840 F1RI JIZH SCIT MIBY,,Guarani,PYG
,,0,12-265-1900,"United Rentals, Inc.",Francesca's Holdings Corporation,Technology,NYSE,Jewelry,URI,$8.89B,Apt 838,597 Debra Court,55-3807248,25000-122,NASDAQ,985766737-6,HU22 2273 9702 7481 6289 6543 5356,,Balboa,PAB
,,0,12-280-3150,"Portola Pharmaceuticals, Inc.",Alcobra Ltd.,Health Care,NASDAQ,Grocery,PTLA,$2B,Room 1563,99 Canary Park,92-1490811,0703-4075,NASDAQ,921165773-3,GB64 VXGJ 6181 2958 5546 97,,Yuan Renminbi,CNY
,,0,12-285-5073,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Alliance California Municipal Income Fund Inc,n/a,NASDAQ,Toys,AGND,$12.99M,Suite 5,26546 Hagan Place,68-0204033,0363-2242,NYSE,135404066-X,PT21 5625 7235 9670 2431 3985 9,,Euro,EUR
32,0.4984744,0,12-299-2816,Till Capital Ltd.,Rio Tinto Plc,Finance,NASDAQ,Automotive,TIL,$13.15M,Suite 52,8637 Hallows Road,66-2997113,49817-0048,NYSE,976141562-7,GL11 4061 1062 8944 07,,Ruble,RUB
,,0,12-318-1411,Voya Emerging Markets High Income Dividend Equity Fund,"Sequential Brands Group, Inc.",n/a,NYSE,Garden,IHD,$165.72M,Suite 31,50 Loftsgordon Circle,04-8047117,68151-0692,NASDAQ,233853228-7,MC28 1893 8973 01WS 5FG5 3NQG 467,,Krona,SEK
,,0,12-327-7979,"CNO Financial Group, Inc.",Hancock Holding Company,Finance,NYSE,Home,CNO,$3.53B,PO Box 22771,85 Gateway Pass,50-8453933,55315-047,NASDAQ,169235449-3,SM08 F613 0389 810K 89NF BMWQ CRO,,Rupiah,IDR
30,0.5104232,0,12-334-8038,Teledyne Technologies Incorporated,Diodes Incorporated,Capital Goods,NYSE,Games,TDY,$4.62B,PO Box 25422,0648 Weeping Birch Crossing,98-5122247,60429-094,NASDAQ,056600600-6,KW33 ASOI SQAI JN2E 1LZ1 LYKO 6XQY 09,,Yuan Renminbi,CNY
,,0,12-355-5464,"Clearfield, Inc.","RCM Technologies, Inc.",Public Utilities,NASDAQ,Health,CLFD,$192.38M,Room 1011,41 Holy Cross Street,26-8727427,0268-1511,NASDAQ,189136599-1,TR95 6974 3LFT LUK6 M68O QE2L BG,,Pound,SYP
,,0,12-356-1873,State Street Corporation,Toro Company (The),n/a,NYSE,Movies,STT^E,n/a,Room 193,42963 Brickson Park Avenue,72-6526358,45963-438,NYSE,588694844-9,NL44 CKFH 7287 9205 94,,Yuan Renminbi,CNY
,,0,12-363-7715,"Orbital ATK, Inc.",Ramco-Gershenson Properties Trust,Capital Goods,NYSE,Games,OA,$5.74B,16th Floor,6222 Laurel Hill,98-6612903,42291-802,NYSE,354012926-X,PS87 BQFX NXDR QYYM V8PL 9SEE ZS3F 4,,Zloty,PLN
,,0,12-398-8201,"Zayo Group Holdings, Inc.",Nuveen Global High Income Fund,Public Utilities,NYSE,Baby,ZAYO,$7.93B,PO Box 46884,4656 Kingsford Court,12-5679878,60793-145,NYSE,648763094-2,BA79 5554 4855 2951 7927,,Yuan Renminbi,CNY
,,0,12-403-2195,"Old Dominion Freight Line, Inc.","TrueBlue, Inc.",Transportation,NASDAQ,Kids,ODFL,$7.81B,Room 904,35 Village Green Crossing,40-8401119,67296-0447,NYSE,419000586-X,IE59 WDEE 1596 7839 7269 72,,Peso,PHP
,,0,12-406-9058,MidSouth Bancorp,Lsb Industries Inc.,Finance,NYSE,Electronics,MSL,$189.21M,Room 16,129 Westridge Court,02-2946546,28851-695,NYSE,000032033-1,MR97 7509 5408 7145 2425 7375 030,,Rupee,PKR
,,0,12-438-4509,First Trust Mid Cap Growth AlphaDEX Fund,Assured Guaranty Ltd.,n/a,NASDAQ,Books,FNY,$93.37M,PO Box 75114,17 Hanover Parkway,47-1742738,49035-441,NYSE,766237755-5,FR83 7387 7570 30EW RDVY WUR7 U16,,Dollar,CAD
